[335389.119127] Running randread depth 128 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[335448.719958] tee (21605): drop_caches: 3
[335448.983969] Running randread depth 256 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[335463.418134] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[335483.452168] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[335483.464930] nvme_tcp: copy    0                0      16481027480                0                0                0
[335483.476920] nvme_tcp: copy    1                0                0                0                0                0
[335483.488905] nvme_tcp: copy    2                0                0                0                0                0
[335483.500890] nvme_tcp: copy    3                0                0                0                0                0
[335483.512875] nvme_tcp: copy    4                0                0                0                0                0
[335483.524858] nvme_tcp: copy    5                0                0                0                0                0
[335483.536841] nvme_tcp: copy    6                0                0                0                0                0
[335483.548825] nvme_tcp: copy    7                0                0                0                0                0
[335483.560798] nvme_tcp: copy    8                0                0                0                0                0
[335483.572787] nvme_tcp: copy    9                0                0                0                0                0
[335483.584774] nvme_tcp: copy   10                0                0                0                0                0
[335483.596759] nvme_tcp: copy   11                0                0                0                0                0
[335483.608744] nvme_tcp: copy   12                0                0                0                0                0
[335483.620730] nvme_tcp: copy   13                0                0                0                0                0
[335483.632716] nvme_tcp: copy   14                0                0                0                0                0
[335483.644702] nvme_tcp: copy   15                0                0                0                0                0
[335483.656687] nvme_tcp: copy   16                0                0                0                0                0
[335483.668678] nvme_tcp: copy   17                0                0                0                0                0
[335483.680664] nvme_tcp: copy   18                0                0                0                0                0
[335483.692652] nvme_tcp: copy   19                0                0                0                0                0
[335483.704637] nvme_tcp: copy   20                0                0                0                0                0
[335483.716622] nvme_tcp: copy   21                0                0                0                0                0
[335483.728607] nvme_tcp: copy   22                0                0                0                0                0
[335483.740593] nvme_tcp: copy   23                0                0                0                0                0
[335483.752578] nvme_tcp: copy   24                0                0                0                0                0
[335483.764563] nvme_tcp: copy   25                0                0                0                0                0
[335483.776548] nvme_tcp: copy   26                0                0                0                0                0
[335483.788534] nvme_tcp: copy   27                0                0                0                0                0
[335483.800519] nvme_tcp: crc    0                0       6565131012                0                0                0
[335483.812406] nvme_tcp: crc    1                0                0                0                0                0
[335483.824285] nvme_tcp: crc    2                0                0                0                0                0
[335483.836172] nvme_tcp: crc    3                0                0                0                0                0
[335483.848060] nvme_tcp: crc    4                0                0                0                0                0
[335483.859947] nvme_tcp: crc    5                0                0                0                0                0
[335483.871835] nvme_tcp: crc    6                0                0                0                0                0
[335483.883721] nvme_tcp: crc    7                0                0                0                0                0
[335483.895608] nvme_tcp: crc    8                0                0                0                0                0
[335483.907497] nvme_tcp: crc    9                0                0                0                0                0
[335483.919385] nvme_tcp: crc   10                0                0                0                0                0
[335483.931272] nvme_tcp: crc   11                0                0                0                0                0
[335483.943159] nvme_tcp: crc   12                0                0                0                0                0
[335483.955038] nvme_tcp: crc   13                0                0                0                0                0
[335483.966925] nvme_tcp: crc   14                0                0                0                0                0
[335483.978812] nvme_tcp: crc   15                0                0                0                0                0
[335483.990700] nvme_tcp: crc   16                0                0                0                0                0
[335484.002587] nvme_tcp: crc   17                0                0                0                0                0
[335484.014468] nvme_tcp: crc   18                0                0                0                0                0
[335484.026355] nvme_tcp: crc   19                0                0                0                0                0
[335484.038242] nvme_tcp: crc   20                0                0                0                0                0
[335484.050128] nvme_tcp: crc   21                0                0                0                0                0
[335484.062007] nvme_tcp: crc   22                0                0                0                0                0
[335484.073929] nvme_tcp: crc   23                0                0                0                0                0
[335484.085816] nvme_tcp: crc   24                0                0                0                0                0
[335484.097703] nvme_tcp: crc   25                0                0                0                0                0
[335484.109589] nvme_tcp: crc   26                0                0                0                0                0
[335484.121473] nvme_tcp: crc   27                0                0                0                0                0
