[333433.969392] Running randread depth 16 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[333488.823391] tee (17330): drop_caches: 3
[333489.043715] Running randread depth 32 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[333508.291543] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[333528.323192] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[333528.335973] nvme_tcp: copy    0                0      14481345460                0                0                0
[333528.347962] nvme_tcp: copy    1                0                0                0                0                0
[333528.359947] nvme_tcp: copy    2                0                0                0                0                0
[333528.371937] nvme_tcp: copy    3                0                0                0                0                0
[333528.383923] nvme_tcp: copy    4                0                0                0                0                0
[333528.395912] nvme_tcp: copy    5                0                0                0                0                0
[333528.407899] nvme_tcp: copy    6                0                0                0                0                0
[333528.419884] nvme_tcp: copy    7                0                0                0                0                0
[333528.431870] nvme_tcp: copy    8                0                0                0                0                0
[333528.443857] nvme_tcp: copy    9                0                0                0                0                0
[333528.455842] nvme_tcp: copy   10                0                0                0                0                0
[333528.467827] nvme_tcp: copy   11                0                0                0                0                0
[333528.479812] nvme_tcp: copy   12                0                0                0                0                0
[333528.491798] nvme_tcp: copy   13                0                0                0                0                0
[333528.503783] nvme_tcp: copy   14                0                0                0                0                0
[333528.515769] nvme_tcp: copy   15                0                0                0                0                0
[333528.527754] nvme_tcp: copy   16                0                0                0                0                0
[333528.539744] nvme_tcp: copy   17                0                0                0                0                0
[333528.551729] nvme_tcp: copy   18                0                0                0                0                0
[333528.563715] nvme_tcp: copy   19                0                0                0                0                0
[333528.575701] nvme_tcp: copy   20                0                0                0                0                0
[333528.587686] nvme_tcp: copy   21                0                0                0                0                0
[333528.599671] nvme_tcp: copy   22                0                0                0                0                0
[333528.611656] nvme_tcp: copy   23                0                0                0                0                0
[333528.623642] nvme_tcp: copy   24                0                0                0                0                0
[333528.635627] nvme_tcp: copy   25                0                0                0                0                0
[333528.647612] nvme_tcp: copy   26                0                0                0                0                0
[333528.659597] nvme_tcp: copy   27                0                0                0                0                0
[333528.671582] nvme_tcp: crc    0                0       7080877096                0                0                0
[333528.683469] nvme_tcp: crc    1                0                0                0                0                0
[333528.695357] nvme_tcp: crc    2                0                0                0                0                0
[333528.707244] nvme_tcp: crc    3                0                0                0                0                0
[333528.719122] nvme_tcp: crc    4                0                0                0                0                0
[333528.731009] nvme_tcp: crc    5                0                0                0                0                0
[333528.742897] nvme_tcp: crc    6                0                0                0                0                0
[333528.754783] nvme_tcp: crc    7                0                0                0                0                0
[333528.766663] nvme_tcp: crc    8                0                0                0                0                0
[333528.778550] nvme_tcp: crc    9                0                0                0                0                0
[333528.790438] nvme_tcp: crc   10                0                0                0                0                0
[333528.802325] nvme_tcp: crc   11                0                0                0                0                0
[333528.814211] nvme_tcp: crc   12                0                0                0                0                0
[333528.826090] nvme_tcp: crc   13                0                0                0                0                0
[333528.837977] nvme_tcp: crc   14                0                0                0                0                0
[333528.849864] nvme_tcp: crc   15                0                0                0                0                0
[333528.861741] nvme_tcp: crc   16                0                0                0                0                0
[333528.873629] nvme_tcp: crc   17                0                0                0                0                0
[333528.885515] nvme_tcp: crc   18                0                0                0                0                0
[333528.897395] nvme_tcp: crc   19                0                0                0                0                0
[333528.909283] nvme_tcp: crc   20                0                0                0                0                0
[333528.921170] nvme_tcp: crc   21                0                0                0                0                0
[333528.933055] nvme_tcp: crc   22                0                0                0                0                0
[333528.944973] nvme_tcp: crc   23                0                0                0                0                0
[333528.956861] nvme_tcp: crc   24                0                0                0                0                0
[333528.968748] nvme_tcp: crc   25                0                0                0                0                0
[333528.980627] nvme_tcp: crc   26                0                0                0                0                0
[333528.992514] nvme_tcp: crc   27                0                0                0                0                0
[333529.004391] nvme_tcp: tx_crc    0                0                0                0                0                0
[333529.016570] nvme_tcp: tx_crc    1                0                0                0                0                0
[333529.028749] nvme_tcp: tx_crc    2                0                0                0                0                0
[333529.040927] nvme_tcp: tx_crc    3                0                0                0                0                0
[333529.053106] nvme_tcp: tx_crc    4                0                0                0                0                0
[333529.065284] nvme_tcp: tx_crc    5                0                0                0                0                0
