[334085.250729] Running randread depth 32 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[334140.462900] tee (28709): drop_caches: 3
[334140.655360] Running randread depth 64 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[334159.822142] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[334179.854808] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[334179.867628] nvme_tcp: copy    0                0      16261412648                0                0                0
[334179.879619] nvme_tcp: copy    1                0                0                0                0                0
[334179.891605] nvme_tcp: copy    2                0                0                0                0                0
[334179.903596] nvme_tcp: copy    3                0                0                0                0                0
[334179.915584] nvme_tcp: copy    4                0                0                0                0                0
[334179.927571] nvme_tcp: copy    5                0                0                0                0                0
[334179.939556] nvme_tcp: copy    6                0                0                0                0                0
[334179.951541] nvme_tcp: copy    7                0                0                0                0                0
[334179.963527] nvme_tcp: copy    8                0                0                0                0                0
[334179.975610] nvme_tcp: copy    9                0                0                0                0                0
[334179.987595] nvme_tcp: copy   10                0                0                0                0                0
[334179.999581] nvme_tcp: copy   11                0                0                0                0                0
[334180.011567] nvme_tcp: copy   12                0                0                0                0                0
[334180.023552] nvme_tcp: copy   13                0                0                0                0                0
[334180.035538] nvme_tcp: copy   14                0                0                0                0                0
[334180.047522] nvme_tcp: copy   15                0                0                0                0                0
[334180.059508] nvme_tcp: copy   16                0                0                0                0                0
[334180.071522] nvme_tcp: copy   17                0                0                0                0                0
[334180.083508] nvme_tcp: copy   18                0                0                0                0                0
[334180.095495] nvme_tcp: copy   19                0                0                0                0                0
[334180.107481] nvme_tcp: copy   20                0                0                0                0                0
[334180.119468] nvme_tcp: copy   21                0                0                0                0                0
[334180.131454] nvme_tcp: copy   22                0                0                0                0                0
[334180.143439] nvme_tcp: copy   23                0                0                0                0                0
[334180.155425] nvme_tcp: copy   24                0                0                0                0                0
[334180.167410] nvme_tcp: copy   25                0                0                0                0                0
[334180.179395] nvme_tcp: copy   26                0                0                0                0                0
[334180.191381] nvme_tcp: copy   27                0                0                0                0                0
[334180.203455] nvme_tcp: crc    0                0       6496568008                0                0                0
[334180.215344] nvme_tcp: crc    1                0                0                0                0                0
[334180.227231] nvme_tcp: crc    2                0                0                0                0                0
[334180.239117] nvme_tcp: crc    3                0                0                0                0                0
[334180.250996] nvme_tcp: crc    4                0                0                0                0                0
[334180.262883] nvme_tcp: crc    5                0                0                0                0                0
[334180.274761] nvme_tcp: crc    6                0                0                0                0                0
[334180.286648] nvme_tcp: crc    7                0                0                0                0                0
[334180.298527] nvme_tcp: crc    8                0                0                0                0                0
[334180.310414] nvme_tcp: crc    9                0                0                0                0                0
[334180.322293] nvme_tcp: crc   10                0                0                0                0                0
[334180.334181] nvme_tcp: crc   11                0                0                0                0                0
[334180.346069] nvme_tcp: crc   12                0                0                0                0                0
[334180.357955] nvme_tcp: crc   13                0                0                0                0                0
[334180.369835] nvme_tcp: crc   14                0                0                0                0                0
[334180.381722] nvme_tcp: crc   15                0                0                0                0                0
[334180.393609] nvme_tcp: crc   16                0                0                0                0                0
[334180.405496] nvme_tcp: crc   17                0                0                0                0                0
[334180.417383] nvme_tcp: crc   18                0                0                0                0                0
[334180.429263] nvme_tcp: crc   19                0                0                0                0                0
[334180.441150] nvme_tcp: crc   20                0                0                0                0                0
[334180.453034] nvme_tcp: crc   21                0                0                0                0                0
[334180.464919] nvme_tcp: crc   22                0                0                0                0                0
[334180.476825] nvme_tcp: crc   23                0                0                0                0                0
[334180.488710] nvme_tcp: crc   24                0                0                0                0                0
[334180.500595] nvme_tcp: crc   25                0                0                0                0                0
[334180.512480] nvme_tcp: crc   26                0                0                0                0                0
[334180.524364] nvme_tcp: crc   27                0                0                0                0                0
[334180.536249] nvme_tcp: tx_crc    0                0                0                0                0                0
[334180.548426] nvme_tcp: tx_crc    1                0                0                0                0                0
[334180.560604] nvme_tcp: tx_crc    2                0                0                0                0                0
[334180.572785] nvme_tcp: tx_crc    3                0                0                0                0                0
[334180.584963] nvme_tcp: tx_crc    4                0                0                0                0                0
[334180.597142] nvme_tcp: tx_crc    5                0                0                0                0                0
[334180.609320] nvme_tcp: tx_crc    6                0                0                0                0                0
[334180.621498] nvme_tcp: tx_crc    7                0                0                0                0                0
[334180.633677] nvme_tcp: tx_crc    8                0                0                0                0                0
[334180.655925] nvme_tcp: tx_crc    9                0                0                0                0                0
[334180.668095] nvme_tcp: tx_crc   10                0                0                0                0                0
[334180.680273] nvme_tcp: tx_crc   11                0                0                0                0                0
[334180.692452] nvme_tcp: tx_crc   12                0                0                0                0                0
[334180.704631] nvme_tcp: tx_crc   13                0                0                0                0                0
[334180.716809] nvme_tcp: tx_crc   14                0                0                0                0                0
[334180.728987] nvme_tcp: tx_crc   15                0                0                0                0                0
