# started on Mon Jun  8 14:26:35 2020

52791686653,,cycles,31057293428,100.00,,
77316104561,,instructions,31057290250,100.00,1.46,insn per cycle
669914,,cache-misses,31057289391,100.00,,
# started on Mon Jun  8 14:28:11 2020

52789768863,,cycles,31019478617,100.00,,
77071769270,,instructions,31019472932,100.00,1.46,insn per cycle
515229,,cache-misses,31019472187,100.00,,
# started on Mon Jun  8 14:29:46 2020

52621324317,,cycles,31054904252,100.00,,
76753062630,,instructions,31054901144,100.00,1.46,insn per cycle
422514,,cache-misses,31054861986,100.00,,
# started on Mon Jun  8 14:31:21 2020

52572483299,,cycles,30960555590,100.00,,
77209537886,,instructions,30960551828,100.00,1.47,insn per cycle
565579,,cache-misses,30960550898,100.00,,
# started on Mon Jun  8 14:32:56 2020

52997549742,,cycles,31066783738,100.00,,
77562649866,,instructions,31066780106,100.00,1.46,insn per cycle
600619,,cache-misses,31066779493,100.00,,
# started on Mon Jun  8 14:34:31 2020

52817074859,,cycles,31032023529,100.00,,
77411686431,,instructions,31031715346,100.00,1.47,insn per cycle
646560,,cache-misses,31031713813,100.00,,
# started on Mon Jun  8 14:36:06 2020

52675494090,,cycles,31054356096,100.00,,
77196450917,,instructions,31054353609,100.00,1.47,insn per cycle
602171,,cache-misses,31054352953,100.00,,
# started on Mon Jun  8 14:37:41 2020

52789751598,,cycles,31046720407,100.00,,
77408193527,,instructions,31046717012,100.00,1.47,insn per cycle
681480,,cache-misses,31046716070,100.00,,
# started on Mon Jun  8 14:39:16 2020

52315824243,,cycles,30966121272,100.00,,
76177645991,,instructions,30966117557,100.00,1.46,insn per cycle
515029,,cache-misses,30966116853,100.00,,
# started on Mon Jun  8 14:40:51 2020

52365078439,,cycles,31003890252,100.00,,
76240342059,,instructions,31003887406,100.00,1.46,insn per cycle
544718,,cache-misses,31003886794,100.00,,
