# started on Mon Jun  8 15:37:08 2020

59939292305,,cycles,31060675062,100.00,,
90149469802,,instructions,31060670923,100.00,1.50,insn per cycle
646334,,cache-misses,31060669904,100.00,,
# started on Mon Jun  8 15:38:43 2020

59969653426,,cycles,31048937968,100.00,,
90053585790,,instructions,31048935600,100.00,1.50,insn per cycle
446824,,cache-misses,31048600577,100.00,,
# started on Mon Jun  8 15:40:19 2020

59656689518,,cycles,31057004145,100.00,,
89444621711,,instructions,31057001407,100.00,1.50,insn per cycle
426715,,cache-misses,31057000167,100.00,,
# started on Mon Jun  8 15:41:54 2020

59783246516,,cycles,31009859124,100.00,,
89638043219,,instructions,31009739611,100.00,1.50,insn per cycle
485515,,cache-misses,31009738279,100.00,,
# started on Mon Jun  8 15:43:29 2020

59649930330,,cycles,30977941103,100.00,,
89530247012,,instructions,30977938521,100.00,1.50,insn per cycle
494920,,cache-misses,30977937701,100.00,,
# started on Mon Jun  8 15:45:04 2020

59862999080,,cycles,31053328065,100.00,,
89690514806,,instructions,31053325567,100.00,1.50,insn per cycle
517434,,cache-misses,31053319099,100.00,,
# started on Mon Jun  8 15:46:40 2020

59871301158,,cycles,31027670029,100.00,,
89649758416,,instructions,31027517171,100.00,1.50,insn per cycle
521454,,cache-misses,31027474764,100.00,,
# started on Mon Jun  8 15:48:14 2020

59901107498,,cycles,31046441755,100.00,,
90018082085,,instructions,31046438063,100.00,1.50,insn per cycle
499840,,cache-misses,31046437319,100.00,,
# started on Mon Jun  8 15:49:49 2020

59854992179,,cycles,30983330307,100.00,,
89878854494,,instructions,30983327423,100.00,1.50,insn per cycle
495174,,cache-misses,30983187292,100.00,,
# started on Mon Jun  8 15:51:24 2020

59829682564,,cycles,31012798378,100.00,,
89913600037,,instructions,31012795744,100.00,1.50,insn per cycle
438070,,cache-misses,31012795326,100.00,,
