# started on Mon Jun 22 03:13:33 2020

40361.09,msec,task-clock,40361088719,100.00,0.786,CPUs utilized
80722072631,,cycles,40361084771,100.00,2.000,GHz
142620309637,,instructions,40361082143,100.00,1.77,insn per cycle
439259,,cache-misses,40361080985,100.00,,
# started on Mon Jun 22 03:14:28 2020

40352.77,msec,task-clock,40352770347,100.00,0.786,CPUs utilized
80705436237,,cycles,40352766397,100.00,2.000,GHz
143128489024,,instructions,40352763997,100.00,1.77,insn per cycle
437901,,cache-misses,40352762777,100.00,,
# started on Mon Jun 22 03:15:23 2020

40356.31,msec,task-clock,40356310297,100.00,0.786,CPUs utilized
80712517217,,cycles,40356306363,100.00,2.000,GHz
142125062414,,instructions,40356304215,100.00,1.76,insn per cycle
463553,,cache-misses,40356303407,100.00,,
# started on Mon Jun 22 03:16:18 2020

40305.96,msec,task-clock,40305955062,100.00,0.786,CPUs utilized
80611807827,,cycles,40305951896,100.00,2.000,GHz
143344129839,,instructions,40305949740,100.00,1.78,insn per cycle
436577,,cache-misses,40305948740,100.00,,
# started on Mon Jun 22 03:17:13 2020

40357.87,msec,task-clock,40357874670,100.00,0.786,CPUs utilized
80715644965,,cycles,40357871302,100.00,2.000,GHz
142651007541,,instructions,40357868532,100.00,1.77,insn per cycle
444576,,cache-misses,40357867308,100.00,,
# started on Mon Jun 22 03:18:08 2020

40352.17,msec,task-clock,40352167408,100.00,0.786,CPUs utilized
80704232548,,cycles,40352164450,100.00,2.000,GHz
142848119592,,instructions,40352162374,100.00,1.77,insn per cycle
384661,,cache-misses,40352161076,100.00,,
# started on Mon Jun 22 03:19:03 2020

40358.47,msec,task-clock,40358469986,100.00,0.786,CPUs utilized
80716836595,,cycles,40358466176,100.00,2.000,GHz
142969605455,,instructions,40358463854,100.00,1.77,insn per cycle
417443,,cache-misses,40358462700,100.00,,
# started on Mon Jun 22 03:19:58 2020

40305.40,msec,task-clock,40305399865,100.00,0.786,CPUs utilized
80610695515,,cycles,40305395987,100.00,2.000,GHz
142997059514,,instructions,40305393575,100.00,1.77,insn per cycle
434000,,cache-misses,40305392423,100.00,,
# started on Mon Jun 22 03:20:53 2020

40355.57,msec,task-clock,40355574089,100.00,0.786,CPUs utilized
80711042089,,cycles,40355570031,100.00,2.000,GHz
142350943890,,instructions,40355566889,100.00,1.76,insn per cycle
457315,,cache-misses,40355565587,100.00,,
# started on Mon Jun 22 03:21:48 2020

40305.68,msec,task-clock,40305676942,100.00,0.786,CPUs utilized
80611250256,,cycles,40305673322,100.00,2.000,GHz
142688581513,,instructions,40305670594,100.00,1.77,insn per cycle
443974,,cache-misses,40305669244,100.00,,
