[336692.449823] Running randread depth 512 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[336747.361884] tee (13334): drop_caches: 3
[336747.609138] Running randread depth 1024 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[336766.697422] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[336786.732101] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[336786.744875] nvme_tcp: copy    0                0      16413949916                0                0                0
[336786.756864] nvme_tcp: copy    1                0                0                0                0                0
[336786.768855] nvme_tcp: copy    2                0                0                0                0                0
[336786.780834] nvme_tcp: copy    3                0                0                0                0                0
[336786.792822] nvme_tcp: copy    4                0                0                0                0                0
[336786.804808] nvme_tcp: copy    5                0                0                0                0                0
[336786.816794] nvme_tcp: copy    6                0                0                0                0                0
[336786.828779] nvme_tcp: copy    7                0                0                0                0                0
[336786.840766] nvme_tcp: copy    8                0                0                0                0                0
[336786.852753] nvme_tcp: copy    9                0                0                0                0                0
[336786.864738] nvme_tcp: copy   10                0                0                0                0                0
[336786.876723] nvme_tcp: copy   11                0                0                0                0                0
[336786.888709] nvme_tcp: copy   12                0                0                0                0                0
[336786.900696] nvme_tcp: copy   13                0                0                0                0                0
[336786.912681] nvme_tcp: copy   14                0                0                0                0                0
[336786.924666] nvme_tcp: copy   15                0                0                0                0                0
[336786.936651] nvme_tcp: copy   16                0                0                0                0                0
[336786.948647] nvme_tcp: copy   17                0                0                0                0                0
[336786.960634] nvme_tcp: copy   18                0                0                0                0                0
[336786.972619] nvme_tcp: copy   19                0                0                0                0                0
[336786.984605] nvme_tcp: copy   20                0                0                0                0                0
[336786.996591] nvme_tcp: copy   21                0                0                0                0                0
[336787.008576] nvme_tcp: copy   22                0                0                0                0                0
[336787.020563] nvme_tcp: copy   23                0                0                0                0                0
[336787.032549] nvme_tcp: copy   24                0                0                0                0                0
[336787.044534] nvme_tcp: copy   25                0                0                0                0                0
[336787.056520] nvme_tcp: copy   26                0                0                0                0                0
[336787.068505] nvme_tcp: copy   27                0                0                0                0                0
[336787.080490] nvme_tcp: crc    0                0       6546211356                0                0                0
[336787.092379] nvme_tcp: crc    1                0                0                0                0                0
[336787.104266] nvme_tcp: crc    2                0                0                0                0                0
[336787.116153] nvme_tcp: crc    3                0                0                0                0                0
[336787.128042] nvme_tcp: crc    4                0                0                0                0                0
[336787.139928] nvme_tcp: crc    5                0                0                0                0                0
[336787.151815] nvme_tcp: crc    6                0                0                0                0                0
