# started on Mon Jun  8 15:53:06 2020

60060110292,,cycles,31102338772,100.00,,
87115781211,,instructions,31102335652,100.00,1.45,insn per cycle
455200,,cache-misses,31102335017,100.00,,
# started on Mon Jun  8 15:55:00 2020

59511021769,,cycles,30948895736,100.00,,
86484384396,,instructions,30948890500,100.00,1.45,insn per cycle
499871,,cache-misses,30948890073,100.00,,
# started on Mon Jun  8 15:56:56 2020

59958439652,,cycles,31049525336,100.00,,
87091953024,,instructions,31049507126,100.00,1.45,insn per cycle
517220,,cache-misses,31049506247,100.00,,
# started on Mon Jun  8 15:58:51 2020

59987905525,,cycles,31054828599,100.00,,
87095593498,,instructions,31054567711,100.00,1.45,insn per cycle
535376,,cache-misses,31054566299,100.00,,
# started on Mon Jun  8 16:00:46 2020

59949599456,,cycles,31066709802,100.00,,
87403357268,,instructions,31066707286,100.00,1.46,insn per cycle
592222,,cache-misses,31066706872,100.00,,
# started on Mon Jun  8 16:02:42 2020

60033527529,,cycles,31045808503,100.00,,
87267361289,,instructions,31045805295,100.00,1.45,insn per cycle
385354,,cache-misses,31045804594,100.00,,
# started on Mon Jun  8 16:04:37 2020

59927946103,,cycles,31012620605,100.00,,
86982426708,,instructions,31012616724,100.00,1.45,insn per cycle
446353,,cache-misses,31012417186,100.00,,
# started on Mon Jun  8 16:06:32 2020

60067802713,,cycles,31111921501,100.00,,
87505438493,,instructions,31111917570,100.00,1.46,insn per cycle
558057,,cache-misses,31111916700,100.00,,
# started on Mon Jun  8 16:08:27 2020

59965763732,,cycles,31024663109,100.00,,
87404614971,,instructions,31024660938,100.00,1.46,insn per cycle
508754,,cache-misses,31024660155,100.00,,
# started on Mon Jun  8 16:10:23 2020

59966229743,,cycles,31057434123,100.00,,
86873454751,,instructions,31057309246,100.00,1.45,insn per cycle
575147,,cache-misses,31057258511,100.00,,
