# started on Mon Jun 22 02:16:48 2020

40369.03,msec,task-clock,40369028729,100.00,0.786,CPUs utilized
80737949350,,cycles,40369023613,100.00,2.000,GHz
131687350992,,instructions,40369021641,100.00,1.63,insn per cycle
403949,,cache-misses,40369020779,100.00,,
# started on Mon Jun 22 02:18:04 2020

40357.85,msec,task-clock,40357851204,100.00,0.786,CPUs utilized
80715595721,,cycles,40357847396,100.00,2.000,GHz
131770863948,,instructions,40357844286,100.00,1.63,insn per cycle
415740,,cache-misses,40357842998,100.00,,
# started on Mon Jun 22 02:19:20 2020

40356.50,msec,task-clock,40356503550,100.00,0.786,CPUs utilized
80712901012,,cycles,40356499402,100.00,2.000,GHz
131720328189,,instructions,40356497274,100.00,1.63,insn per cycle
412934,,cache-misses,40356496130,100.00,,
# started on Mon Jun 22 02:20:36 2020

40354.08,msec,task-clock,40354080100,100.00,0.786,CPUs utilized
80708054721,,cycles,40354075906,100.00,2.000,GHz
131482019633,,instructions,40354073998,100.00,1.63,insn per cycle
397293,,cache-misses,40354073202,100.00,,
# started on Mon Jun 22 02:21:52 2020

40349.49,msec,task-clock,40349491139,100.00,0.786,CPUs utilized
80698873766,,cycles,40349486997,100.00,2.000,GHz
131890991990,,instructions,40349483757,100.00,1.63,insn per cycle
402270,,cache-misses,40349482445,100.00,,
# started on Mon Jun 22 02:23:09 2020

40349.76,msec,task-clock,40349758072,100.00,0.786,CPUs utilized
80699409864,,cycles,40349754330,100.00,2.000,GHz
131578377745,,instructions,40349752648,100.00,1.63,insn per cycle
396433,,cache-misses,40349751634,100.00,,
# started on Mon Jun 22 02:24:25 2020

40358.58,msec,task-clock,40358584047,100.00,0.786,CPUs utilized
80717062450,,cycles,40358580359,100.00,2.000,GHz
131655925684,,instructions,40358579165,100.00,1.63,insn per cycle
473045,,cache-misses,40358577725,100.00,,
# started on Mon Jun 22 02:25:41 2020

40352.95,msec,task-clock,40352954393,100.00,0.786,CPUs utilized
80705801416,,cycles,40352950399,100.00,2.000,GHz
131791776711,,instructions,40352947611,100.00,1.63,insn per cycle
412172,,cache-misses,40352946311,100.00,,
# started on Mon Jun 22 02:26:57 2020

40307.88,msec,task-clock,40307884974,100.00,0.786,CPUs utilized
80615661639,,cycles,40307880200,100.00,2.000,GHz
131748970950,,instructions,40307876760,100.00,1.63,insn per cycle
371610,,cache-misses,40307875510,100.00,,
# started on Mon Jun 22 02:28:13 2020

40355.05,msec,task-clock,40355052159,100.00,0.786,CPUs utilized
80709998591,,cycles,40355047541,100.00,2.000,GHz
131772923703,,instructions,40355045261,100.00,1.63,insn per cycle
396153,,cache-misses,40355044225,100.00,,
