# started on Mon Jun 22 00:48:54 2020

40220.78,msec,task-clock,40220782601,100.00,0.801,CPUs utilized
80441454524,,cycles,40220777603,100.00,2.000,GHz
113430877517,,instructions,40220773363,100.00,1.41,insn per cycle
453695,,cache-misses,40220771631,100.00,,
# started on Mon Jun 22 00:50:10 2020

40046.90,msec,task-clock,40046899605,100.00,0.800,CPUs utilized
80093694545,,cycles,40046895339,100.00,2.000,GHz
112892565998,,instructions,40046894019,100.00,1.41,insn per cycle
334952,,cache-misses,40046892625,100.00,,
# started on Mon Jun 22 00:51:26 2020

40051.31,msec,task-clock,40051308626,100.00,0.800,CPUs utilized
80102511651,,cycles,40051304172,100.00,2.000,GHz
112775695091,,instructions,40051301452,100.00,1.41,insn per cycle
437666,,cache-misses,40051297618,100.00,,
# started on Mon Jun 22 00:52:42 2020

40044.76,msec,task-clock,40044763651,100.00,0.800,CPUs utilized
80089421390,,cycles,40044759617,100.00,2.000,GHz
112776236239,,instructions,40044754199,100.00,1.41,insn per cycle
405246,,cache-misses,40044753413,100.00,,
# started on Mon Jun 22 00:53:58 2020

40046.20,msec,task-clock,40046197950,100.00,0.800,CPUs utilized
80092290005,,cycles,40046193412,100.00,2.000,GHz
112974943382,,instructions,40046190514,100.00,1.41,insn per cycle
488828,,cache-misses,40046186402,100.00,,
# started on Mon Jun 22 00:55:15 2020

40047.27,msec,task-clock,40047272312,100.00,0.800,CPUs utilized
80094440523,,cycles,40047268526,100.00,2.000,GHz
112569071175,,instructions,40047266040,100.00,1.41,insn per cycle
441930,,cache-misses,40047262491,100.00,,
# started on Mon Jun 22 00:56:31 2020

40046.76,msec,task-clock,40046762793,100.00,0.800,CPUs utilized
80093421154,,cycles,40046759041,100.00,2.000,GHz
112304315276,,instructions,40046755823,100.00,1.40,insn per cycle
544115,,cache-misses,40046754369,100.00,,
# started on Mon Jun 22 00:57:47 2020

40047.04,msec,task-clock,40047043692,100.00,0.800,CPUs utilized
80093985403,,cycles,40047040686,100.00,2.000,GHz
111386961748,,instructions,40047039582,100.00,1.39,insn per cycle
609107,,cache-misses,40047036492,100.00,,
# started on Mon Jun 22 00:59:03 2020

40046.82,msec,task-clock,40046820083,100.00,0.800,CPUs utilized
80093521053,,cycles,40046809237,100.00,2.000,GHz
112862615520,,instructions,40046806263,100.00,1.41,insn per cycle
402212,,cache-misses,40046804781,100.00,,
# started on Mon Jun 22 01:00:19 2020

40051.44,msec,task-clock,40051439162,100.00,0.800,CPUs utilized
80102768770,,cycles,40051432612,100.00,2.000,GHz
112893374188,,instructions,40051429646,100.00,1.41,insn per cycle
413116,,cache-misses,40051428406,100.00,,
