# started on Mon Jun 22 01:01:39 2020

40050.03,msec,task-clock,40050030276,100.00,0.800,CPUs utilized
80099957893,,cycles,40050026958,100.00,2.000,GHz
113588561479,,instructions,40050025738,100.00,1.42,insn per cycle
811151,,cache-misses,40050024914,100.00,,
# started on Mon Jun 22 01:02:34 2020

40050.29,msec,task-clock,40050287058,100.00,0.800,CPUs utilized
80100471171,,cycles,40050283488,100.00,2.000,GHz
113673712698,,instructions,40050277922,100.00,1.42,insn per cycle
431418,,cache-misses,40050276462,100.00,,
# started on Mon Jun 22 01:03:29 2020

40050.72,msec,task-clock,40050719649,100.00,0.800,CPUs utilized
80101338072,,cycles,40050716155,100.00,2.000,GHz
113349033972,,instructions,40050714295,100.00,1.42,insn per cycle
379024,,cache-misses,40050709861,100.00,,
# started on Mon Jun 22 01:04:24 2020

40049.74,msec,task-clock,40049738954,100.00,0.800,CPUs utilized
80099375953,,cycles,40049735408,100.00,2.000,GHz
113495451789,,instructions,40049733334,100.00,1.42,insn per cycle
430182,,cache-misses,40049727696,100.00,,
# started on Mon Jun 22 01:05:19 2020

40050.87,msec,task-clock,40050868055,100.00,0.800,CPUs utilized
80101634898,,cycles,40050864873,100.00,2.000,GHz
112066075401,,instructions,40050862743,100.00,1.40,insn per cycle
474182,,cache-misses,40050861369,100.00,,
# started on Mon Jun 22 01:06:14 2020

40049.63,msec,task-clock,40049634050,100.00,0.800,CPUs utilized
80099167498,,cycles,40049630878,100.00,2.000,GHz
113548920670,,instructions,40049629022,100.00,1.42,insn per cycle
441245,,cache-misses,40049627758,100.00,,
# started on Mon Jun 22 01:07:09 2020

40050.30,msec,task-clock,40050296668,100.00,0.800,CPUs utilized
80100492978,,cycles,40050293412,100.00,2.000,GHz
113553632187,,instructions,40050291728,100.00,1.42,insn per cycle
431912,,cache-misses,40050287306,100.00,,
# started on Mon Jun 22 01:08:04 2020

40050.55,msec,task-clock,40050553503,100.00,0.800,CPUs utilized
80101005230,,cycles,40050549335,100.00,2.000,GHz
112760325461,,instructions,40050547413,100.00,1.41,insn per cycle
484936,,cache-misses,40050546067,100.00,,
# started on Mon Jun 22 01:08:59 2020

40050.77,msec,task-clock,40050765285,100.00,0.800,CPUs utilized
80101429629,,cycles,40050761787,100.00,2.000,GHz
113509520361,,instructions,40050759801,100.00,1.42,insn per cycle
372701,,cache-misses,40050758543,100.00,,
# started on Mon Jun 22 01:09:54 2020

40050.17,msec,task-clock,40050171682,100.00,0.800,CPUs utilized
80100233326,,cycles,40050163908,100.00,2.000,GHz
113521707736,,instructions,40050161966,100.00,1.42,insn per cycle
428074,,cache-misses,40050160540,100.00,,
