# started on Mon Jun 22 01:45:36 2020

40050.87,msec,task-clock,40050870991,100.00,0.800,CPUs utilized
80101637574,,cycles,40050866573,100.00,2.000,GHz
134667043960,,instructions,40050863877,100.00,1.68,insn per cycle
423923,,cache-misses,40050862571,100.00,,
# started on Mon Jun 22 01:46:31 2020

40050.30,msec,task-clock,40050300221,100.00,0.800,CPUs utilized
80100500720,,cycles,40050297175,100.00,2.000,GHz
133142113454,,instructions,40050295533,100.00,1.66,insn per cycle
436636,,cache-misses,40050294337,100.00,,
# started on Mon Jun 22 01:47:26 2020

40045.17,msec,task-clock,40045166047,100.00,0.800,CPUs utilized
80090232591,,cycles,40045163279,100.00,2.000,GHz
129404078139,,instructions,40045161575,100.00,1.62,insn per cycle
445653,,cache-misses,40045157629,100.00,,
# started on Mon Jun 22 01:48:21 2020

40048.49,msec,task-clock,40048490705,100.00,0.800,CPUs utilized
80096881167,,cycles,40048487773,100.00,2.000,GHz
134588937607,,instructions,40048485769,100.00,1.68,insn per cycle
466576,,cache-misses,40048484407,100.00,,
# started on Mon Jun 22 01:49:16 2020

40050.85,msec,task-clock,40050845253,100.00,0.800,CPUs utilized
80101590849,,cycles,40050842275,100.00,2.000,GHz
132811475628,,instructions,40050840621,100.00,1.66,insn per cycle
436426,,cache-misses,40050839321,100.00,,
# started on Mon Jun 22 01:50:11 2020

40049.15,msec,task-clock,40049152272,100.00,0.800,CPUs utilized
80098204165,,cycles,40049149018,100.00,2.000,GHz
134571529215,,instructions,40049147288,100.00,1.68,insn per cycle
453884,,cache-misses,40049145940,100.00,,
# started on Mon Jun 22 01:51:06 2020

40050.75,msec,task-clock,40050746345,100.00,0.800,CPUs utilized
80101393035,,cycles,40050743465,100.00,2.000,GHz
132468109364,,instructions,40050741715,100.00,1.65,insn per cycle
428632,,cache-misses,40050740343,100.00,,
# started on Mon Jun 22 01:52:01 2020

40048.20,msec,task-clock,40048201611,100.00,0.800,CPUs utilized
80096303085,,cycles,40048198467,100.00,2.000,GHz
134673658031,,instructions,40048196691,100.00,1.68,insn per cycle
446609,,cache-misses,40048195315,100.00,,
# started on Mon Jun 22 01:52:56 2020

40051.12,msec,task-clock,40051116845,100.00,0.800,CPUs utilized
80102131764,,cycles,40051113383,100.00,2.000,GHz
132822591511,,instructions,40051111091,100.00,1.66,insn per cycle
443260,,cache-misses,40051109773,100.00,,
# started on Mon Jun 22 01:53:51 2020

40048.94,msec,task-clock,40048942535,100.00,0.800,CPUs utilized
80097783997,,cycles,40048939089,100.00,2.000,GHz
134347508022,,instructions,40048932583,100.00,1.68,insn per cycle
451107,,cache-misses,40048931127,100.00,,
