# started on Mon Jun  8 12:56:38 2020

25365477497,,cycles,31091080846,100.00,,
33863157308,,instructions,31091075746,100.00,1.34,insn per cycle
542131,,cache-misses,31091072579,100.00,,
# started on Mon Jun  8 12:58:34 2020

26604442371,,cycles,31060794790,100.00,,
35628879255,,instructions,31060789495,100.00,1.34,insn per cycle
314415,,cache-misses,31060787436,100.00,,
# started on Mon Jun  8 13:00:29 2020

26879638068,,cycles,31056910423,100.00,,
35978867537,,instructions,31056905363,100.00,1.34,insn per cycle
538451,,cache-misses,31056903260,100.00,,
# started on Mon Jun  8 13:02:24 2020

26830412442,,cycles,31064833143,100.00,,
35917209430,,instructions,31064827696,100.00,1.34,insn per cycle
469265,,cache-misses,31064825969,100.00,,
# started on Mon Jun  8 13:04:19 2020

26813999897,,cycles,31059821596,100.00,,
35847416643,,instructions,31059815999,100.00,1.34,insn per cycle
562542,,cache-misses,31059813994,100.00,,
# started on Mon Jun  8 13:06:15 2020

26869258482,,cycles,31069050277,100.00,,
35861901586,,instructions,31069045281,100.00,1.33,insn per cycle
518254,,cache-misses,31069043555,100.00,,
# started on Mon Jun  8 13:08:10 2020

26678184947,,cycles,31044407090,100.00,,
35711210436,,instructions,31044402418,100.00,1.34,insn per cycle
486625,,cache-misses,31044400578,100.00,,
# started on Mon Jun  8 13:10:05 2020

26617984068,,cycles,31049460845,100.00,,
35629435559,,instructions,31049455602,100.00,1.34,insn per cycle
487460,,cache-misses,31049454214,100.00,,
# started on Mon Jun  8 13:12:00 2020

26856482395,,cycles,31065434534,100.00,,
35817425912,,instructions,31065178147,100.00,1.33,insn per cycle
520588,,cache-misses,31065174690,100.00,,
# started on Mon Jun  8 13:13:56 2020

26639948951,,cycles,31045738901,100.00,,
35638664415,,instructions,31045732716,100.00,1.34,insn per cycle
532819,,cache-misses,31045730715,100.00,,
