[335745.174525] Running randread depth 256 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[335764.316121] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[335784.348572] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[335784.361381] nvme_tcp: copy    0                0      16465011800                0                0                0
[335784.373371] nvme_tcp: copy    1                0                0                0                0                0
[335784.385358] nvme_tcp: copy    2                0                0                0                0                0
[335784.397344] nvme_tcp: copy    3                0                0                0                0                0
[335784.409330] nvme_tcp: copy    4                0                0                0                0                0
[335784.421313] nvme_tcp: copy    5                0                0                0                0                0
[335784.433298] nvme_tcp: copy    6                0                0                0                0                0
[335784.445288] nvme_tcp: copy    7                0                0                0                0                0
[335784.457274] nvme_tcp: copy    8                0                0                0                0                0
[335784.469260] nvme_tcp: copy    9                0                0                0                0                0
[335784.481246] nvme_tcp: copy   10                0                0                0                0                0
[335784.493232] nvme_tcp: copy   11                0                0                0                0                0
[335784.505217] nvme_tcp: copy   12                0                0                0                0                0
[335784.517203] nvme_tcp: copy   13                0                0                0                0                0
[335784.529188] nvme_tcp: copy   14                0                0                0                0                0
[335784.541266] nvme_tcp: copy   15                0                0                0                0                0
[335784.553251] nvme_tcp: copy   16                0                0                0                0                0
[335784.565237] nvme_tcp: copy   17                0                0                0                0                0
[335784.577230] nvme_tcp: copy   18                0                0                0                0                0
[335784.589216] nvme_tcp: copy   19                0                0                0                0                0
[335784.601203] nvme_tcp: copy   20                0                0                0                0                0
[335784.613188] nvme_tcp: copy   21                0                0                0                0                0
[335784.625174] nvme_tcp: copy   22                0                0                0                0                0
[335784.637159] nvme_tcp: copy   23                0                0                0                0                0
[335784.649145] nvme_tcp: copy   24                0                0                0                0                0
[335784.661130] nvme_tcp: copy   25                0                0                0                0                0
[335784.673116] nvme_tcp: copy   26                0                0                0                0                0
[335784.685101] nvme_tcp: copy   27                0                0                0                0                0
[335784.697086] nvme_tcp: crc    0                0       6564074648                0                0                0
[335784.708973] nvme_tcp: crc    1                0                0                0                0                0
[335784.720852] nvme_tcp: crc    2                0                0                0                0                0
[335784.732739] nvme_tcp: crc    3                0                0                0                0                0
[335784.744626] nvme_tcp: crc    4                0                0                0                0                0
[335784.756513] nvme_tcp: crc    5                0                0                0                0                0
[335784.768400] nvme_tcp: crc    6                0                0                0                0                0
[335784.780287] nvme_tcp: crc    7                0                0                0                0                0
[335784.792167] nvme_tcp: crc    8                0                0                0                0                0
[335784.804054] nvme_tcp: crc    9                0                0                0                0                0
[335784.815931] nvme_tcp: crc   10                0                0                0                0                0
[335784.827818] nvme_tcp: crc   11                0                0                0                0                0
[335784.839704] nvme_tcp: crc   12                0                0                0                0                0
[335784.851582] nvme_tcp: crc   13                0                0                0                0                0
[335784.863459] nvme_tcp: crc   14                0                0                0                0                0
[335784.875347] nvme_tcp: crc   15                0                0                0                0                0
[335784.887234] nvme_tcp: crc   16                0                0                0                0                0
[335784.899111] nvme_tcp: crc   17                0                0                0                0                0
[335784.910999] nvme_tcp: crc   18                0                0                0                0                0
[335784.922887] nvme_tcp: crc   19                0                0                0                0                0
[335784.934774] nvme_tcp: crc   20                0                0                0                0                0
[335784.946661] nvme_tcp: crc   21                0                0                0                0                0
[335784.958540] nvme_tcp: crc   22                0                0                0                0                0
[335784.970428] nvme_tcp: crc   23                0                0                0                0                0
[335784.982324] nvme_tcp: crc   24                0                0                0                0                0
[335784.994210] nvme_tcp: crc   25                0                0                0                0                0
[335785.006099] nvme_tcp: crc   26                0                0                0                0                0
[335785.017986] nvme_tcp: crc   27                0                0                0                0                0
[335785.029874] nvme_tcp: tx_crc    0                0                0                0                0                0
[335785.042053] nvme_tcp: tx_crc    1                0                0                0                0                0
[335785.054231] nvme_tcp: tx_crc    2                0                0                0                0                0
[335785.066409] nvme_tcp: tx_crc    3                0                0                0                0                0
[335785.078587] nvme_tcp: tx_crc    4                0                0                0                0                0
[335785.090767] nvme_tcp: tx_crc    5                0                0                0                0                0
