# started on Mon Jun 22 02:07:35 2020

40054.62,msec,task-clock,40054620766,100.00,0.800,CPUs utilized
80109137052,,cycles,40054616742,100.00,2.000,GHz
135568172643,,instructions,40054614052,100.00,1.69,insn per cycle
509914,,cache-misses,40054607098,100.00,,
# started on Mon Jun 22 02:08:30 2020

40050.35,msec,task-clock,40050351725,100.00,0.800,CPUs utilized
80100600901,,cycles,40050348469,100.00,2.000,GHz
126634156352,,instructions,40050345619,100.00,1.58,insn per cycle
1448730,,cache-misses,40050344281,100.00,,
# started on Mon Jun 22 02:09:25 2020

40047.61,msec,task-clock,40047612280,100.00,0.800,CPUs utilized
80095123524,,cycles,40047609206,100.00,2.000,GHz
127869306157,,instructions,40047606792,100.00,1.60,insn per cycle
1356711,,cache-misses,40047601376,100.00,,
# started on Mon Jun 22 02:10:20 2020

40048.92,msec,task-clock,40048919513,100.00,0.800,CPUs utilized
80097737281,,cycles,40048915909,100.00,2.000,GHz
139440450536,,instructions,40048913783,100.00,1.74,insn per cycle
472560,,cache-misses,40048912449,100.00,,
# started on Mon Jun 22 02:11:15 2020

40046.40,msec,task-clock,40046397725,100.00,0.800,CPUs utilized
80092694495,,cycles,40046394591,100.00,2.000,GHz
134800454539,,instructions,40046392591,100.00,1.68,insn per cycle
433829,,cache-misses,40046391209,100.00,,
# started on Mon Jun 22 02:12:10 2020

40047.66,msec,task-clock,40047656400,100.00,0.800,CPUs utilized
80095211034,,cycles,40047653148,100.00,2.000,GHz
128276192880,,instructions,40047650774,100.00,1.60,insn per cycle
1403902,,cache-misses,40047649474,100.00,,
# started on Mon Jun 22 02:13:05 2020

40050.62,msec,task-clock,40050616801,100.00,0.800,CPUs utilized
80101131718,,cycles,40050613311,100.00,2.000,GHz
139027624240,,instructions,40050611047,100.00,1.74,insn per cycle
443073,,cache-misses,40050609701,100.00,,
# started on Mon Jun 22 02:14:02 2020

40052.99,msec,task-clock,40052994113,100.00,0.800,CPUs utilized
80105886087,,cycles,40052990901,100.00,2.000,GHz
137532153248,,instructions,40052988423,100.00,1.72,insn per cycle
449450,,cache-misses,40052987031,100.00,,
# started on Mon Jun 22 02:14:55 2020

40049.26,msec,task-clock,40049256811,100.00,0.800,CPUs utilized
80098411603,,cycles,40049253495,100.00,2.000,GHz
139013371625,,instructions,40049251151,100.00,1.74,insn per cycle
363095,,cache-misses,40049245147,100.00,,
# started on Mon Jun 22 02:15:50 2020

40049.31,msec,task-clock,40049312070,100.00,0.800,CPUs utilized
80098515737,,cycles,40049305278,100.00,2.000,GHz
139188967115,,instructions,40049303064,100.00,1.74,insn per cycle
473877,,cache-misses,40049298306,100.00,,
