[337344.205878] Running randread depth 1024 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337399.201452] tee (24756): drop_caches: 3
[337399.438440] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337418.529954] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[337438.562374] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[337438.575160] nvme_tcp: copy    0                0      16408306768                0                0                0
[337438.587151] nvme_tcp: copy    1                0                0                0                0                0
[337438.599137] nvme_tcp: copy    2                0                0                0                0                0
[337438.611128] nvme_tcp: copy    3                0                0                0                0                0
[337438.623117] nvme_tcp: copy    4                0                0                0                0                0
[337438.635102] nvme_tcp: copy    5                0                0                0                0                0
[337438.647090] nvme_tcp: copy    6                0                0                0                0                0
[337438.659077] nvme_tcp: copy    7                0                0                0                0                0
[337438.671063] nvme_tcp: copy    8                0                0                0                0                0
[337438.683048] nvme_tcp: copy    9                0                0                0                0                0
[337438.695033] nvme_tcp: copy   10                0                0                0                0                0
[337438.707019] nvme_tcp: copy   11                0                0                0                0                0
[337438.719005] nvme_tcp: copy   12                0                0                0                0                0
[337438.730991] nvme_tcp: copy   13                0                0                0                0                0
[337438.742977] nvme_tcp: copy   14                0                0                0                0                0
[337438.754962] nvme_tcp: copy   15                0                0                0                0                0
[337438.766948] nvme_tcp: copy   16                0                0                0                0                0
[337438.778940] nvme_tcp: copy   17                0                0                0                0                0
[337438.790927] nvme_tcp: copy   18                0                0                0                0                0
[337438.802913] nvme_tcp: copy   19                0                0                0                0                0
[337438.814898] nvme_tcp: copy   20                0                0                0                0                0
[337438.826884] nvme_tcp: copy   21                0                0                0                0                0
[337438.838870] nvme_tcp: copy   22                0                0                0                0                0
[337438.850856] nvme_tcp: copy   23                0                0                0                0                0
[337438.862841] nvme_tcp: copy   24                0                0                0                0                0
[337438.874826] nvme_tcp: copy   25                0                0                0                0                0
[337438.886811] nvme_tcp: copy   26                0                0                0                0                0
[337438.898797] nvme_tcp: copy   27                0                0                0                0                0
[337438.910783] nvme_tcp: crc    0                0       6536650020                0                0                0
[337438.922669] nvme_tcp: crc    1                0                0                0                0                0
[337438.934547] nvme_tcp: crc    2                0                0                0                0                0
[337438.946426] nvme_tcp: crc    3                0                0                0                0                0
[337438.958313] nvme_tcp: crc    4                0                0                0                0                0
[337438.970202] nvme_tcp: crc    5                0                0                0                0                0
[337438.982089] nvme_tcp: crc    6                0                0                0                0                0
[337438.993976] nvme_tcp: crc    7                0                0                0                0                0
[337439.005864] nvme_tcp: crc    8                0                0                0                0                0
[337439.017752] nvme_tcp: crc    9                0                0                0                0                0
[337439.029639] nvme_tcp: crc   10                0                0                0                0                0
[337439.041526] nvme_tcp: crc   11                0                0                0                0                0
[337439.053413] nvme_tcp: crc   12                0                0                0                0                0
[337439.065293] nvme_tcp: crc   13                0                0                0                0                0
[337439.077181] nvme_tcp: crc   14                0                0                0                0                0
[337439.089067] nvme_tcp: crc   15                0                0                0                0                0
[337439.100947] nvme_tcp: crc   16                0                0                0                0                0
[337439.112834] nvme_tcp: crc   17                0                0                0                0                0
[337439.124722] nvme_tcp: crc   18                0                0                0                0                0
[337439.136610] nvme_tcp: crc   19                0                0                0                0                0
[337439.148495] nvme_tcp: crc   20                0                0                0                0                0
[337439.160379] nvme_tcp: crc   21                0                0                0                0                0
[337439.172265] nvme_tcp: crc   22                0                0                0                0                0
[337439.184176] nvme_tcp: crc   23                0                0                0                0                0
[337439.196061] nvme_tcp: crc   24                0                0                0                0                0
[337439.207946] nvme_tcp: crc   25                0                0                0                0                0
[337439.219831] nvme_tcp: crc   26                0                0                0                0                0
[337439.231716] nvme_tcp: crc   27                0                0                0                0                0
[337439.243602] nvme_tcp: tx_crc    0                0                0                0                0                0
[337439.255777] nvme_tcp: tx_crc    1                0                0                0                0                0
[337439.267953] nvme_tcp: tx_crc    2                0                0                0                0                0
[337439.280129] nvme_tcp: tx_crc    3                0                0                0                0                0
[337439.292305] nvme_tcp: tx_crc    4                0                0                0                0                0
[337439.304480] nvme_tcp: tx_crc    5                0                0                0                0                0
[337439.316656] nvme_tcp: tx_crc    6                0                0                0                0                0
[337439.328832] nvme_tcp: tx_crc    7                0                0                0                0                0
[337439.341008] nvme_tcp: tx_crc    8                0                0                0                0                0
[337439.353184] nvme_tcp: tx_crc    9                0                0                0                0                0
[337439.365361] nvme_tcp: tx_crc   10                0                0                0                0                0
[337439.377536] nvme_tcp: tx_crc   11                0                0                0                0                0
[337439.389713] nvme_tcp: tx_crc   12                0                0                0                0                0
[337439.401889] nvme_tcp: tx_crc   13                0                0                0                0                0
[337439.414065] nvme_tcp: tx_crc   14                0                0                0                0                0
[337439.426242] nvme_tcp: tx_crc   15                0                0                0                0                0
[337439.438411] nvme_tcp: tx_crc   16                0                0                0                0                0
[337439.450579] nvme_tcp: tx_crc   17                0                0                0                0                0
[337439.462756] nvme_tcp: tx_crc   18                0                0                0                0                0
[337439.474932] nvme_tcp: tx_crc   19                0                0                0                0                0
[337439.487111] nvme_tcp: tx_crc   20                0                0                0                0                0
[337439.499291] nvme_tcp: tx_crc   21                0                0                0                0                0
[337439.521622] nvme_tcp: tx_crc   22                0                0                0                0                0
[337439.533875] nvme_tcp: tx_crc   23                0                0                0                0                0
[337439.546053] nvme_tcp: tx_crc   24                0                0                0                0                0
[337439.558232] nvme_tcp: tx_crc   25                0                0                0                0                0
[337439.570410] nvme_tcp: tx_crc   26                0                0                0                0                0
[337439.582588] nvme_tcp: tx_crc   27                0                0                0                0                0
[337439.594766] nvme_tcp: tracing_off done
[337439.594766] nvme_tcp: tracing_off done
[337474.408101] tee (26085): drop_caches: 3
[337474.616913] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337493.741379] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[337513.773791] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[337513.786563] nvme_tcp: copy    0                0      16404383260                0                0                0
[337513.798552] nvme_tcp: copy    1                0                0                0                0                0
[337513.810539] nvme_tcp: copy    2                0                0                0                0                0
[337513.822524] nvme_tcp: copy    3                0                0                0                0                0
[337513.834514] nvme_tcp: copy    4                0                0                0                0                0
[337513.846500] nvme_tcp: copy    5                0                0                0                0                0
[337513.858487] nvme_tcp: copy    6                0                0                0                0                0
[337513.870475] nvme_tcp: copy    7                0                0                0                0                0
[337513.882462] nvme_tcp: copy    8                0                0                0                0                0
[337513.894450] nvme_tcp: copy    9                0                0                0                0                0
[337513.906437] nvme_tcp: copy   10                0                0                0                0                0
[337513.918425] nvme_tcp: copy   11                0                0                0                0                0
[337513.930413] nvme_tcp: copy   12                0                0                0                0                0
[337513.942399] nvme_tcp: copy   13                0                0                0                0                0
[337513.954385] nvme_tcp: copy   14                0                0                0                0                0
[337513.966370] nvme_tcp: copy   15                0                0                0                0                0
[337513.978430] nvme_tcp: copy   16                0                0                0                0                0
[337513.990424] nvme_tcp: copy   17                0                0                0                0                0
[337514.002410] nvme_tcp: copy   18                0                0                0                0                0
[337514.014395] nvme_tcp: copy   19                0                0                0                0                0
[337514.026381] nvme_tcp: copy   20                0                0                0                0                0
[337514.038366] nvme_tcp: copy   21                0                0                0                0                0
[337514.050353] nvme_tcp: copy   22                0                0                0                0                0
[337514.062339] nvme_tcp: copy   23                0                0                0                0                0
[337514.074324] nvme_tcp: copy   24                0                0                0                0                0
[337514.086310] nvme_tcp: copy   25                0                0                0                0                0
[337514.098296] nvme_tcp: copy   26                0                0                0                0                0
[337514.110283] nvme_tcp: copy   27                0                0                0                0                0
[337514.122268] nvme_tcp: crc    0                0       6540806732                0                0                0
[337514.134156] nvme_tcp: crc    1                0                0                0                0                0
[337514.146043] nvme_tcp: crc    2                0                0                0                0                0
[337514.157931] nvme_tcp: crc    3                0                0                0                0                0
[337514.169818] nvme_tcp: crc    4                0                0                0                0                0
[337514.181706] nvme_tcp: crc    5                0                0                0                0                0
[337514.193593] nvme_tcp: crc    6                0                0                0                0                0
[337514.205481] nvme_tcp: crc    7                0                0                0                0                0
[337514.217368] nvme_tcp: crc    8                0                0                0                0                0
[337514.229256] nvme_tcp: crc    9                0                0                0                0                0
[337514.241143] nvme_tcp: crc   10                0                0                0                0                0
[337514.253021] nvme_tcp: crc   11                0                0                0                0                0
[337514.264901] nvme_tcp: crc   12                0                0                0                0                0
[337514.276788] nvme_tcp: crc   13                0                0                0                0                0
[337514.288675] nvme_tcp: crc   14                0                0                0                0                0
[337514.300562] nvme_tcp: crc   15                0                0                0                0                0
[337514.312441] nvme_tcp: crc   16                0                0                0                0                0
[337514.324328] nvme_tcp: crc   17                0                0                0                0                0
[337514.336216] nvme_tcp: crc   18                0                0                0                0                0
[337514.348104] nvme_tcp: crc   19                0                0                0                0                0
[337514.359991] nvme_tcp: crc   20                0                0                0                0                0
[337514.371877] nvme_tcp: crc   21                0                0                0                0                0
[337514.383756] nvme_tcp: crc   22                0                0                0                0                0
[337514.395646] nvme_tcp: crc   23                0                0                0                0                0
[337514.407533] nvme_tcp: crc   24                0                0                0                0                0
[337514.419421] nvme_tcp: crc   25                0                0                0                0                0
[337514.431308] nvme_tcp: crc   26                0                0                0                0                0
[337514.443195] nvme_tcp: crc   27                0                0                0                0                0
[337514.455076] nvme_tcp: tx_crc    0                0                0                0                0                0
[337514.467257] nvme_tcp: tx_crc    1                0                0                0                0                0
[337514.479435] nvme_tcp: tx_crc    2                0                0                0                0                0
[337514.491613] nvme_tcp: tx_crc    3                0                0                0                0                0
[337514.503792] nvme_tcp: tx_crc    4                0                0                0                0                0
[337514.515970] nvme_tcp: tx_crc    5                0                0                0                0                0
[337514.528149] nvme_tcp: tx_crc    6                0                0                0                0                0
[337514.540328] nvme_tcp: tx_crc    7                0                0                0                0                0
[337514.552506] nvme_tcp: tx_crc    8                0                0                0                0                0
[337514.564685] nvme_tcp: tx_crc    9                0                0                0                0                0
[337514.576864] nvme_tcp: tx_crc   10                0                0                0                0                0
[337514.589043] nvme_tcp: tx_crc   11                0                0                0                0                0
[337514.601222] nvme_tcp: tx_crc   12                0                0                0                0                0
[337514.613400] nvme_tcp: tx_crc   13                0                0                0                0                0
[337514.625578] nvme_tcp: tx_crc   14                0                0                0                0                0
[337514.637760] nvme_tcp: tx_crc   15                0                0                0                0                0
[337514.649938] nvme_tcp: tx_crc   16                0                0                0                0                0
[337514.662117] nvme_tcp: tx_crc   17                0                0                0                0                0
[337514.674295] nvme_tcp: tx_crc   18                0                0                0                0                0
[337514.686473] nvme_tcp: tx_crc   19                0                0                0                0                0
[337514.698652] nvme_tcp: tx_crc   20                0                0                0                0                0
[337514.710832] nvme_tcp: tx_crc   21                0                0                0                0                0
[337514.723010] nvme_tcp: tx_crc   22                0                0                0                0                0
[337514.735189] nvme_tcp: tx_crc   23                0                0                0                0                0
[337514.757442] nvme_tcp: tx_crc   24                0                0                0                0                0
[337514.769623] nvme_tcp: tx_crc   25                0                0                0                0                0
[337514.781802] nvme_tcp: tx_crc   26                0                0                0                0                0
[337514.793980] nvme_tcp: tx_crc   27                0                0                0                0                0
[337514.806158] nvme_tcp: tracing_off done
[337514.806158] nvme_tcp: tracing_off done
[337549.608021] tee (27382): drop_caches: 3
[337549.845464] Running randread depth 2048 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[337568.962460] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 156 
[337588.994788] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[337589.007780] nvme_tcp: copy    0                0      16396814028                0                0                0
[337589.019770] nvme_tcp: copy    1                0                0                0                0                0
[337589.031757] nvme_tcp: copy    2                0                0                0                0                0
[337589.043741] nvme_tcp: copy    3                0                0                0                0                0
[337589.055726] nvme_tcp: copy    4                0                0                0                0                0
[337589.067713] nvme_tcp: copy    5                0                0                0                0                0
[337589.079703] nvme_tcp: copy    6                0                0                0                0                0
[337589.091691] nvme_tcp: copy    7                0                0                0                0                0
[337589.103678] nvme_tcp: copy    8                0                0                0                0                0
[337589.115666] nvme_tcp: copy    9                0                0                0                0                0
[337589.127654] nvme_tcp: copy   10                0                0                0                0                0
[337589.139641] nvme_tcp: copy   11                0                0                0                0                0
[337589.151626] nvme_tcp: copy   12                0                0                0                0                0
[337589.163612] nvme_tcp: copy   13                0                0                0                0                0
[337589.175598] nvme_tcp: copy   14                0                0                0                0                0
[337589.187583] nvme_tcp: copy   15                0                0                0                0                0
[337589.199570] nvme_tcp: copy   16                0                0                0                0                0
[337589.211555] nvme_tcp: copy   17                0                0                0                0                0
[337589.223541] nvme_tcp: copy   18                0                0                0                0                0
[337589.235526] nvme_tcp: copy   19                0                0                0                0                0
[337589.247512] nvme_tcp: copy   20                0                0                0                0                0
[337589.259499] nvme_tcp: copy   21                0                0                0                0                0
[337589.271484] nvme_tcp: copy   22                0                0                0                0                0
[337589.283470] nvme_tcp: copy   23                0                0                0                0                0
[337589.295456] nvme_tcp: copy   24                0                0                0                0                0
[337589.307442] nvme_tcp: copy   25                0                0                0                0                0
[337589.319428] nvme_tcp: copy   26                0                0                0                0                0
[337589.331413] nvme_tcp: copy   27                0                0                0                0                0
[337589.343399] nvme_tcp: crc    0                0       6537019044                0                0                0
[337589.355286] nvme_tcp: crc    1                0                0                0                0                0
[337589.367174] nvme_tcp: crc    2                0                0                0                0                0
[337589.379062] nvme_tcp: crc    3                0                0                0                0                0
[337589.391043] nvme_tcp: crc    4                0                0                0                0                0
[337589.402930] nvme_tcp: crc    5                0                0                0                0                0
[337589.414817] nvme_tcp: crc    6                0                0                0                0                0
[337589.426705] nvme_tcp: crc    7                0                0                0                0                0
[337589.438593] nvme_tcp: crc    8                0                0                0                0                0
[337589.450480] nvme_tcp: crc    9                0                0                0                0                0
[337589.462367] nvme_tcp: crc   10                0                0                0                0                0
[337589.474254] nvme_tcp: crc   11                0                0                0                0                0
[337589.486141] nvme_tcp: crc   12                0                0                0                0                0
[337589.498030] nvme_tcp: crc   13                0                0                0                0                0
[337589.509917] nvme_tcp: crc   14                0                0                0                0                0
[337589.521804] nvme_tcp: crc   15                0                0                0                0                0
[337589.533691] nvme_tcp: crc   16                0                0                0                0                0
[337589.545568] nvme_tcp: crc   17                0                0                0                0                0
[337589.557455] nvme_tcp: crc   18                0                0                0                0                0
[337589.569342] nvme_tcp: crc   19                0                0                0                0                0
[337589.581220] nvme_tcp: crc   20                0                0                0                0                0
[337589.593100] nvme_tcp: crc   21                0                0                0                0                0
[337589.604986] nvme_tcp: crc   22                0                0                0                0                0
[337589.616873] nvme_tcp: crc   23                0                0                0                0                0
[337589.628758] nvme_tcp: crc   24                0                0                0                0                0
[337589.640647] nvme_tcp: crc   25                0                0                0                0                0
[337589.652535] nvme_tcp: crc   26                0                0                0                0                0
[337589.664421] nvme_tcp: crc   27                0                0                0                0                0
[337589.676309] nvme_tcp: tx_crc    0                0                0                0                0                0
[337589.688488] nvme_tcp: tx_crc    1                0                0                0                0                0
[337589.700666] nvme_tcp: tx_crc    2                0                0                0                0                0
[337589.712844] nvme_tcp: tx_crc    3                0                0                0                0                0
[337589.725015] nvme_tcp: tx_crc    4                0                0                0                0                0
