# started on Mon Jun 22 01:32:51 2020

40047.65,msec,task-clock,40047650916,100.00,0.800,CPUs utilized
80095194291,,cycles,40047646394,100.00,2.000,GHz
131488416840,,instructions,40047642414,100.00,1.64,insn per cycle
459793,,cache-misses,40047641210,100.00,,
# started on Mon Jun 22 01:34:07 2020

40049.68,msec,task-clock,40049679834,100.00,0.800,CPUs utilized
80099253963,,cycles,40049675408,100.00,2.000,GHz
132982389708,,instructions,40049672100,100.00,1.66,insn per cycle
522453,,cache-misses,40049670758,100.00,,
# started on Mon Jun 22 01:35:23 2020

40051.20,msec,task-clock,40051203856,100.00,0.800,CPUs utilized
80102303334,,cycles,40051199802,100.00,2.000,GHz
131270163997,,instructions,40051196986,100.00,1.64,insn per cycle
336140,,cache-misses,40051195662,100.00,,
# started on Mon Jun 22 01:36:40 2020

40052.90,msec,task-clock,40052902097,100.00,0.800,CPUs utilized
80105701006,,cycles,40052898385,100.00,2.000,GHz
131282777688,,instructions,40052896097,100.00,1.64,insn per cycle
466826,,cache-misses,40052894569,100.00,,
# started on Mon Jun 22 01:37:56 2020

40048.52,msec,task-clock,40048515549,100.00,0.800,CPUs utilized
80096926883,,cycles,40048511867,100.00,2.000,GHz
132458496999,,instructions,40048508625,100.00,1.65,insn per cycle
465375,,cache-misses,40048507173,100.00,,
# started on Mon Jun 22 01:39:12 2020

40050.63,msec,task-clock,40050625627,100.00,0.800,CPUs utilized
80101146715,,cycles,40050621933,100.00,2.000,GHz
133008666733,,instructions,40050618727,100.00,1.66,insn per cycle
417533,,cache-misses,40050617427,100.00,,
# started on Mon Jun 22 01:40:28 2020

40053.28,msec,task-clock,40053283810,100.00,0.800,CPUs utilized
80106461304,,cycles,40053279116,100.00,2.000,GHz
133049040764,,instructions,40053272916,100.00,1.66,insn per cycle
550587,,cache-misses,40053271596,100.00,,
# started on Mon Jun 22 01:41:44 2020

40047.85,msec,task-clock,40047851512,100.00,0.800,CPUs utilized
80095599715,,cycles,40047847676,100.00,2.000,GHz
125984417524,,instructions,40047843236,100.00,1.57,insn per cycle
765731,,cache-misses,40047841722,100.00,,
# started on Mon Jun 22 01:43:00 2020

40053.50,msec,task-clock,40053498492,100.00,0.800,CPUs utilized
80106892748,,cycles,40053493826,100.00,2.000,GHz
123338068304,,instructions,40053492202,100.00,1.54,insn per cycle
1298132,,cache-misses,40053491062,100.00,,
# started on Mon Jun 22 01:44:17 2020

40054.34,msec,task-clock,40054338887,100.00,0.800,CPUs utilized
80108573871,,cycles,40054335215,100.00,2.000,GHz
122110659127,,instructions,40054332503,100.00,1.52,insn per cycle
1122699,,cache-misses,40054330995,100.00,,
