# started on Mon Jun  8 06:28:36 2020

53151363681,,cycles,31031239811,100.00,,
70033502391,,instructions,31031227889,100.00,1.32,insn per cycle
673204,,cache-misses,31031218815,100.00,,
# started on Mon Jun  8 06:30:32 2020

53616819523,,cycles,31085673754,100.00,,
70714079788,,instructions,31085665820,100.00,1.32,insn per cycle
800222,,cache-misses,31085664690,100.00,,
# started on Mon Jun  8 06:32:27 2020

54544932581,,cycles,31025530995,100.00,,
71663373264,,instructions,31025527177,100.00,1.31,insn per cycle
658598,,cache-misses,31025518139,100.00,,
# started on Mon Jun  8 06:34:22 2020

54398365140,,cycles,31007191559,100.00,,
71546554242,,instructions,31007060077,100.00,1.32,insn per cycle
723453,,cache-misses,31007058678,100.00,,
# started on Mon Jun  8 06:36:17 2020

53938196277,,cycles,30998197088,100.00,,
71181679268,,instructions,30998194316,100.00,1.32,insn per cycle
642757,,cache-misses,30998194232,100.00,,
# started on Mon Jun  8 06:38:13 2020

54066566904,,cycles,31042571076,100.00,,
71325178187,,instructions,31042567114,100.00,1.32,insn per cycle
658018,,cache-misses,31042566572,100.00,,
# started on Mon Jun  8 06:40:08 2020

54159072737,,cycles,31105650325,100.00,,
71552232053,,instructions,31105453502,100.00,1.32,insn per cycle
738357,,cache-misses,31105408274,100.00,,
# started on Mon Jun  8 06:42:03 2020

54324437872,,cycles,31068386111,100.00,,
71883073164,,instructions,31068325474,100.00,1.32,insn per cycle
749221,,cache-misses,31068323774,100.00,,
# started on Mon Jun  8 06:44:01 2020

53975360914,,cycles,31094647805,100.00,,
71407807210,,instructions,31094628674,100.00,1.32,insn per cycle
656121,,cache-misses,31094627791,100.00,,
# started on Mon Jun  8 06:45:53 2020

53492158503,,cycles,30990200050,100.00,,
70762858973,,instructions,30990197055,100.00,1.32,insn per cycle
746503,,cache-misses,30990195924,100.00,,
