# started on Mon Jun 22 02:51:34 2020

40329.01,msec,task-clock,40329008415,100.00,0.786,CPUs utilized
80657910302,,cycles,40329004329,100.00,2.000,GHz
140938672404,,instructions,40329001647,100.00,1.75,insn per cycle
408778,,cache-misses,40329000335,100.00,,
# started on Mon Jun 22 02:52:29 2020

40347.55,msec,task-clock,40347554999,100.00,0.786,CPUs utilized
80695007312,,cycles,40347551285,100.00,2.000,GHz
141333767510,,instructions,40347548775,100.00,1.75,insn per cycle
385359,,cache-misses,40347547695,100.00,,
# started on Mon Jun 22 02:53:24 2020

40358.72,msec,task-clock,40358717301,100.00,0.786,CPUs utilized
80717329615,,cycles,40358713323,100.00,2.000,GHz
140721234585,,instructions,40358710291,100.00,1.74,insn per cycle
315369,,cache-misses,40358709091,100.00,,
# started on Mon Jun 22 02:54:19 2020

40356.65,msec,task-clock,40356647891,100.00,0.786,CPUs utilized
80713193023,,cycles,40356644627,100.00,2.000,GHz
141063336220,,instructions,40356642531,100.00,1.75,insn per cycle
433964,,cache-misses,40356641343,100.00,,
# started on Mon Jun 22 02:55:14 2020

40349.12,msec,task-clock,40349116347,100.00,0.786,CPUs utilized
80698128319,,cycles,40349112641,100.00,2.000,GHz
141042941903,,instructions,40349109957,100.00,1.75,insn per cycle
399407,,cache-misses,40349108681,100.00,,
# started on Mon Jun 22 02:56:09 2020

40353.38,msec,task-clock,40353378740,100.00,0.786,CPUs utilized
80706654225,,cycles,40353375216,100.00,2.000,GHz
140972822159,,instructions,40353372642,100.00,1.75,insn per cycle
400345,,cache-misses,40353371412,100.00,,
# started on Mon Jun 22 02:57:04 2020

40350.85,msec,task-clock,40350848911,100.00,0.786,CPUs utilized
80701595134,,cycles,40350845747,100.00,2.000,GHz
140835869138,,instructions,40350843103,100.00,1.75,insn per cycle
408222,,cache-misses,40350841849,100.00,,
# started on Mon Jun 22 02:57:59 2020

40348.60,msec,task-clock,40348598627,100.00,0.786,CPUs utilized
80697089045,,cycles,40348593919,100.00,2.000,GHz
140797750192,,instructions,40348590321,100.00,1.74,insn per cycle
447799,,cache-misses,40348589039,100.00,,
# started on Mon Jun 22 02:58:54 2020

40309.73,msec,task-clock,40309729856,100.00,0.786,CPUs utilized
80619356433,,cycles,40309725998,100.00,2.000,GHz
141008626086,,instructions,40309723636,100.00,1.75,insn per cycle
329835,,cache-misses,40309722354,100.00,,
# started on Mon Jun 22 02:59:49 2020

40352.39,msec,task-clock,40352385150,100.00,0.786,CPUs utilized
80704665966,,cycles,40352381376,100.00,2.000,GHz
140921947350,,instructions,40352378792,100.00,1.75,insn per cycle
422770,,cache-misses,40352377546,100.00,,
