# started on Mon Jun 22 01:10:52 2020

40045.80,msec,task-clock,40045798672,100.00,0.800,CPUs utilized
80091489253,,cycles,40045793484,100.00,2.000,GHz
126008425721,,instructions,40045789736,100.00,1.57,insn per cycle
426938,,cache-misses,40045788150,100.00,,
# started on Mon Jun 22 01:12:09 2020

40053.15,msec,task-clock,40053150248,100.00,0.800,CPUs utilized
80106195276,,cycles,40053146016,100.00,2.000,GHz
125956770241,,instructions,40053143010,100.00,1.57,insn per cycle
426347,,cache-misses,40053141532,100.00,,
# started on Mon Jun 22 01:13:25 2020

40049.19,msec,task-clock,40049186507,100.00,0.800,CPUs utilized
80098268308,,cycles,40049182549,100.00,2.000,GHz
126119948981,,instructions,40049179687,100.00,1.57,insn per cycle
436611,,cache-misses,40049178479,100.00,,
# started on Mon Jun 22 01:14:41 2020

40053.70,msec,task-clock,40053701346,100.00,0.800,CPUs utilized
80107298087,,cycles,40053696920,100.00,2.000,GHz
125893881913,,instructions,40053691936,100.00,1.57,insn per cycle
467386,,cache-misses,40053686882,100.00,,
# started on Mon Jun 22 01:15:57 2020

40047.07,msec,task-clock,40047068415,100.00,0.800,CPUs utilized
80094032242,,cycles,40047064433,100.00,2.000,GHz
126741560241,,instructions,40047061523,100.00,1.58,insn per cycle
469849,,cache-misses,40047056815,100.00,,
# started on Mon Jun 22 01:17:13 2020

40048.88,msec,task-clock,40048884637,100.00,0.800,CPUs utilized
80097665321,,cycles,40048880529,100.00,2.000,GHz
115097105172,,instructions,40048875977,100.00,1.44,insn per cycle
434455,,cache-misses,40048874609,100.00,,
# started on Mon Jun 22 01:18:29 2020

40046.69,msec,task-clock,40046687473,100.00,0.800,CPUs utilized
80093270247,,cycles,40046683425,100.00,2.000,GHz
125749939074,,instructions,40046680487,100.00,1.57,insn per cycle
378589,,cache-misses,40046679243,100.00,,
# started on Mon Jun 22 01:19:46 2020

40045.92,msec,task-clock,40045920049,100.00,0.800,CPUs utilized
80091734331,,cycles,40045915487,100.00,2.000,GHz
127326295909,,instructions,40045912473,100.00,1.59,insn per cycle
451660,,cache-misses,40045911117,100.00,,
# started on Mon Jun 22 01:21:02 2020

40047.11,msec,task-clock,40047113865,100.00,0.800,CPUs utilized
80094120916,,cycles,40047108955,100.00,2.000,GHz
126084572895,,instructions,40047103967,100.00,1.57,insn per cycle
473762,,cache-misses,40047102577,100.00,,
# started on Mon Jun 22 01:22:18 2020

40054.95,msec,task-clock,40054945088,100.00,0.800,CPUs utilized
80109785774,,cycles,40054941396,100.00,2.000,GHz
126111067740,,instructions,40054938364,100.00,1.57,insn per cycle
434350,,cache-misses,40054936904,100.00,,
