# started on Sun Jun  7 12:33:23 2020

38340619845,,cycles,31075043280,100.00,,
31469280609,,instructions,31075039539,100.00,0.82,insn per cycle
485790,,cache-misses,31075038345,100.00,,
# started on Sun Jun  7 12:34:57 2020

38985482023,,cycles,30960665647,100.00,,
31501595323,,instructions,30960660423,100.00,0.81,insn per cycle
890089,,cache-misses,30960659034,100.00,,
# started on Sun Jun  7 12:36:32 2020

42894118336,,cycles,31024736962,100.00,,
34715098917,,instructions,31024733489,100.00,0.81,insn per cycle
1108975,,cache-misses,31024732587,100.00,,
# started on Sun Jun  7 12:38:08 2020

39040250234,,cycles,31026498755,100.00,,
31735872309,,instructions,31026496366,100.00,0.81,insn per cycle
836005,,cache-misses,31026495585,100.00,,
# started on Sun Jun  7 12:39:42 2020

38791875508,,cycles,30954007791,100.00,,
31378671809,,instructions,30954000769,100.00,0.81,insn per cycle
352207,,cache-misses,30953999634,100.00,,
# started on Sun Jun  7 12:41:17 2020

39533164136,,cycles,30930481561,100.00,,
31841957783,,instructions,30930478564,100.00,0.81,insn per cycle
337594,,cache-misses,30930477695,100.00,,
# started on Sun Jun  7 12:42:53 2020

42391916303,,cycles,31053012820,100.00,,
34623502406,,instructions,31053008688,100.00,0.82,insn per cycle
319309,,cache-misses,31053007783,100.00,,
# started on Sun Jun  7 12:44:28 2020

38322035562,,cycles,31055760652,100.00,,
31275807016,,instructions,31055758504,100.00,0.82,insn per cycle
438227,,cache-misses,31055754093,100.00,,
# started on Sun Jun  7 12:46:03 2020

38716915299,,cycles,31020658220,100.00,,
31697086054,,instructions,31020626350,100.00,0.82,insn per cycle
390980,,cache-misses,31020625395,100.00,,
# started on Sun Jun  7 12:47:38 2020

38789346635,,cycles,31037477142,100.00,,
31541068405,,instructions,31037471214,100.00,0.81,insn per cycle
495173,,cache-misses,31037470358,100.00,,
