[1080347.675502] nvme nvme2: Removing ctrl: NQN "nqn.2014-08.org.nvmexpress.discovery"
[1080348.595650] tee (6727): drop_caches: 3
[1080348.851342] Running randread depth 64 jobs 1 size 16K zc 0 remote zc 0 zcrc 0
[1080408.086044] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[1080428.138623] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[1080428.151483] nvme_tcp: copy    0                0       2992748158                0                0                0
[1080428.163566] nvme_tcp: copy    1                0                0                0                0                0
[1080428.175650] nvme_tcp: copy    2                0                0                0                0                0
[1080428.187731] nvme_tcp: copy    3                0                0                0                0                0
[1080428.199813] nvme_tcp: copy    4                0                0                0                0                0
[1080428.211896] nvme_tcp: copy    5                0                0                0                0                0
[1080428.223976] nvme_tcp: copy    6                0                0                0                0                0
[1080428.236049] nvme_tcp: copy    7                0                0                0                0                0
[1080428.248134] nvme_tcp: copy    8                0                0                0                0                0
[1080428.260218] nvme_tcp: copy    9                0                0                0                0                0
[1080428.272301] nvme_tcp: copy   10                0                0                0                0                0
[1080428.284385] nvme_tcp: copy   11                0                0                0                0                0
[1080428.296468] nvme_tcp: copy   12                0                0                0                0                0
[1080428.308550] nvme_tcp: copy   13                0                0                0                0                0
[1080428.320634] nvme_tcp: copy   14                0                0                0                0                0
[1080428.332718] nvme_tcp: copy   15                0                0                0                0                0
[1080428.344801] nvme_tcp: copy   16                0                0                0                0                0
[1080428.356884] nvme_tcp: copy   17                0                0                0                0                0
[1080428.368967] nvme_tcp: copy   18                0                0                0                0                0
[1080428.381050] nvme_tcp: copy   19                0                0                0                0                0
[1080428.393132] nvme_tcp: copy   20                0                0                0                0                0
[1080428.405215] nvme_tcp: copy   21                0                0                0                0                0
[1080428.417299] nvme_tcp: copy   22                0                0                0                0                0
[1080428.429381] nvme_tcp: copy   23                0                0                0                0                0
[1080428.441465] nvme_tcp: copy   24                0                0                0                0                0
[1080428.453549] nvme_tcp: copy   25                0                0                0                0                0
[1080428.465631] nvme_tcp: copy   26                0                0                0                0                0
[1080428.477716] nvme_tcp: copy   27                0                0                0                0                0
[1080428.489798] nvme_tcp: crc    0                0       3952695288                0                0                0
[1080428.501784] nvme_tcp: crc    1                0                0                0                0                0
[1080428.513769] nvme_tcp: crc    2                0                0                0                0                0
[1080428.525755] nvme_tcp: crc    3                0                0                0                0                0
[1080428.537740] nvme_tcp: crc    4                0                0                0                0                0
[1080428.549726] nvme_tcp: crc    5                0                0                0                0                0
[1080428.561711] nvme_tcp: crc    6                0                0                0                0                0
[1080428.573697] nvme_tcp: crc    7                0                0                0                0                0
[1080428.585682] nvme_tcp: crc    8                0                0                0                0                0
[1080428.597668] nvme_tcp: crc    9                0                0                0                0                0
[1080428.609653] nvme_tcp: crc   10                0                0                0                0                0
[1080428.621638] nvme_tcp: crc   11                0                0                0                0                0
[1080428.633623] nvme_tcp: crc   12                0                0                0                0                0
[1080428.645608] nvme_tcp: crc   13                0                0                0                0                0
[1080428.657594] nvme_tcp: crc   14                0                0                0                0                0
[1080428.669580] nvme_tcp: crc   15                0                0                0                0                0
[1080428.681564] nvme_tcp: crc   16                0                0                0                0                0
[1080428.693549] nvme_tcp: crc   17                0                0                0                0                0
[1080428.705535] nvme_tcp: crc   18                0                0                0                0                0
[1080428.717522] nvme_tcp: crc   19                0                0                0                0                0
[1080428.729507] nvme_tcp: crc   20                0                0                0                0                0
[1080428.741491] nvme_tcp: crc   21                0                0                0                0                0
[1080428.753477] nvme_tcp: crc   22                0                0                0                0                0
[1080428.765463] nvme_tcp: crc   23                0                0                0                0                0
[1080428.777448] nvme_tcp: crc   24                0                0                0                0                0
[1080428.789430] nvme_tcp: crc   25                0                0                0                0                0
[1080428.801412] nvme_tcp: crc   26                0                0                0                0                0
[1080428.813394] nvme_tcp: crc   27                0                0                0                0                0
[1080428.825377] nvme_tcp: tx_crc    0                0                0                0                0                0
[1080428.837650] nvme_tcp: tx_crc    1                0                0                0                0                0
[1080428.849924] nvme_tcp: tx_crc    2                0                0                0                0                0
[1080428.862190] nvme_tcp: tx_crc    3                0                0                0                0                0
[1080428.874455] nvme_tcp: tx_crc    4                0                0                0                0                0
[1080428.886730] nvme_tcp: tx_crc    5                0                0                0                0                0
[1080428.899002] nvme_tcp: tx_crc    6                0                0                0                0                0
[1080428.911277] nvme_tcp: tx_crc    7                0                0                0                0                0
[1080428.923553] nvme_tcp: tx_crc    8                0                0                0                0                0
[1080428.935825] nvme_tcp: tx_crc    9                0                0                0                0                0
[1080428.948098] nvme_tcp: tx_crc   10                0                0                0                0                0
[1080428.960373] nvme_tcp: tx_crc   11                0                0                0                0                0
[1080428.972648] nvme_tcp: tx_crc   12                0                0                0                0                0
[1080428.984923] nvme_tcp: tx_crc   13                0                0                0                0                0
[1080428.997198] nvme_tcp: tx_crc   14                0                0                0                0                0
[1080429.009471] nvme_tcp: tx_crc   15                0                0                0                0                0
[1080429.021747] nvme_tcp: tx_crc   16                0                0                0                0                0
[1080429.034019] nvme_tcp: tx_crc   17                0                0                0                0                0
[1080429.056440] nvme_tcp: tx_crc   18                0                0                0                0                0
[1080429.068714] nvme_tcp: tx_crc   19                0                0                0                0                0
[1080429.080990] nvme_tcp: tx_crc   20                0                0                0                0                0
[1080429.093355] nvme_tcp: tx_crc   21                0                0                0                0                0
[1080429.105630] nvme_tcp: tx_crc   22                0                0                0                0                0
[1080429.117902] nvme_tcp: tx_crc   23                0                0                0                0                0
[1080429.130178] nvme_tcp: tx_crc   24                0                0                0                0                0
[1080429.142450] nvme_tcp: tx_crc   25                0                0                0                0                0
[1080429.154723] nvme_tcp: tx_crc   26                0                0                0                0                0
[1080429.166997] nvme_tcp: tx_crc   27                0                0                0                0                0
[1080429.179269] nvme_tcp: tracing_off done
[1080429.179269] nvme_tcp: tracing_off done
[1080464.064540] tee (9623): drop_caches: 3
[1080464.291349] Running randread depth 64 jobs 1 size 16K zc 0 remote zc 0 zcrc 0
[1080523.331656] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[1080543.391781] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[1080543.404671] nvme_tcp: copy    0                0       3058752164                0                0                0
[1080543.416758] nvme_tcp: copy    1                0                0                0                0                0
[1080543.428836] nvme_tcp: copy    2                0                0                0                0                0
[1080543.440920] nvme_tcp: copy    3                0                0                0                0                0
[1080543.453003] nvme_tcp: copy    4                0                0                0                0                0
[1080543.465084] nvme_tcp: copy    5                0                0                0                0                0
[1080543.477165] nvme_tcp: copy    6                0                0                0                0                0
[1080543.489252] nvme_tcp: copy    7                0                0                0                0                0
[1080543.501336] nvme_tcp: copy    8                0                0                0                0                0
[1080543.513422] nvme_tcp: copy    9                0                0                0                0                0
[1080543.525508] nvme_tcp: copy   10                0                0                0                0                0
[1080543.537592] nvme_tcp: copy   11                0                0                0                0                0
[1080543.549677] nvme_tcp: copy   12                0                0                0                0                0
[1080543.561762] nvme_tcp: copy   13                0                0                0                0                0
[1080543.573846] nvme_tcp: copy   14                0                0                0                0                0
[1080543.585932] nvme_tcp: copy   15                0                0                0                0                0
[1080543.598019] nvme_tcp: copy   16                0                0                0                0                0
[1080543.610105] nvme_tcp: copy   17                0                0                0                0                0
[1080543.622189] nvme_tcp: copy   18                0                0                0                0                0
[1080543.634273] nvme_tcp: copy   19                0                0                0                0                0
[1080543.646356] nvme_tcp: copy   20                0                0                0                0                0
[1080543.658440] nvme_tcp: copy   21                0                0                0                0                0
[1080543.670524] nvme_tcp: copy   22                0                0                0                0                0
[1080543.682608] nvme_tcp: copy   23                0                0                0                0                0
[1080543.694692] nvme_tcp: copy   24                0                0                0                0                0
[1080543.706777] nvme_tcp: copy   25                0                0                0                0                0
[1080543.718859] nvme_tcp: copy   26                0                0                0                0                0
[1080543.730944] nvme_tcp: copy   27                0                0                0                0                0
[1080543.743027] nvme_tcp: crc    0                0       4032870446                0                0                0
[1080543.755015] nvme_tcp: crc    1                0                0                0                0                0
[1080543.767001] nvme_tcp: crc    2                0                0                0                0                0
[1080543.778987] nvme_tcp: crc    3                0                0                0                0                0
[1080543.790973] nvme_tcp: crc    4                0                0                0                0                0
[1080543.802961] nvme_tcp: crc    5                0                0                0                0                0
[1080543.814947] nvme_tcp: crc    6                0                0                0                0                0
[1080543.826936] nvme_tcp: crc    7                0                0                0                0                0
[1080543.838921] nvme_tcp: crc    8                0                0                0                0                0
[1080543.850908] nvme_tcp: crc    9                0                0                0                0                0
[1080543.862894] nvme_tcp: crc   10                0                0                0                0                0
[1080543.874881] nvme_tcp: crc   11                0                0                0                0                0
[1080543.886867] nvme_tcp: crc   12                0                0                0                0                0
[1080543.898853] nvme_tcp: crc   13                0                0                0                0                0
[1080543.910841] nvme_tcp: crc   14                0                0                0                0                0
[1080543.922827] nvme_tcp: crc   15                0                0                0                0                0
[1080543.934814] nvme_tcp: crc   16                0                0                0                0                0
[1080543.946801] nvme_tcp: crc   17                0                0                0                0                0
[1080543.958788] nvme_tcp: crc   18                0                0                0                0                0
[1080543.970777] nvme_tcp: crc   19                0                0                0                0                0
[1080543.982762] nvme_tcp: crc   20                0                0                0                0                0
[1080543.994751] nvme_tcp: crc   21                0                0                0                0                0
[1080544.006743] nvme_tcp: crc   22                0                0                0                0                0
[1080544.018730] nvme_tcp: crc   23                0                0                0                0                0
[1080544.030713] nvme_tcp: crc   24                0                0                0                0                0
[1080544.042697] nvme_tcp: crc   25                0                0                0                0                0
[1080544.054674] nvme_tcp: crc   26                0                0                0                0                0
[1080544.066661] nvme_tcp: crc   27                0                0                0                0                0
[1080544.078646] nvme_tcp: tx_crc    0                0                0                0                0                0
[1080544.090923] nvme_tcp: tx_crc    1                0                0                0                0                0
[1080544.103198] nvme_tcp: tx_crc    2                0                0                0                0                0
[1080544.115476] nvme_tcp: tx_crc    3                0                0                0                0                0
[1080544.127754] nvme_tcp: tx_crc    4                0                0                0                0                0
[1080544.140030] nvme_tcp: tx_crc    5                0                0                0                0                0
[1080544.152307] nvme_tcp: tx_crc    6                0                0                0                0                0
[1080544.164586] nvme_tcp: tx_crc    7                0                0                0                0                0
[1080544.176867] nvme_tcp: tx_crc    8                0                0                0                0                0
[1080544.189145] nvme_tcp: tx_crc    9                0                0                0                0                0
[1080544.201422] nvme_tcp: tx_crc   10                0                0                0                0                0
[1080544.213700] nvme_tcp: tx_crc   11                0                0                0                0                0
[1080544.225978] nvme_tcp: tx_crc   12                0                0                0                0                0
[1080544.238258] nvme_tcp: tx_crc   13                0                0                0                0                0
[1080544.250536] nvme_tcp: tx_crc   14                0                0                0                0                0
[1080544.262815] nvme_tcp: tx_crc   15                0                0                0                0                0
[1080544.275093] nvme_tcp: tx_crc   16                0                0                0                0                0
[1080544.287369] nvme_tcp: tx_crc   17                0                0                0                0                0
[1080544.299647] nvme_tcp: tx_crc   18                0                0                0                0                0
[1080544.311926] nvme_tcp: tx_crc   19                0                0                0                0                0
[1080544.334375] nvme_tcp: tx_crc   20                0                0                0                0                0
[1080544.346644] nvme_tcp: tx_crc   21                0                0                0                0                0
[1080544.358920] nvme_tcp: tx_crc   22                0                0                0                0                0
[1080544.371196] nvme_tcp: tx_crc   23                0                0                0                0                0
[1080544.383491] nvme_tcp: tx_crc   24                0                0                0                0                0
[1080544.395768] nvme_tcp: tx_crc   25                0                0                0                0                0
[1080544.408046] nvme_tcp: tx_crc   26                0                0                0                0                0
[1080544.420321] nvme_tcp: tx_crc   27                0                0                0                0                0
[1080544.432597] nvme_tcp: tracing_off done
[1080544.432597] nvme_tcp: tracing_off done
[1080579.376471] tee (11693): drop_caches: 3
[1080579.611478] Running randread depth 64 jobs 1 size 16K zc 0 remote zc 0 zcrc 0
[1080638.594282] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[1080658.653868] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[1080658.666733] nvme_tcp: copy    0                0       3013268590                0                0                0
[1080658.678843] nvme_tcp: copy    1                0                0                0                0                0
[1080658.690946] nvme_tcp: copy    2                0                0                0                0                0
[1080658.703028] nvme_tcp: copy    3                0                0                0                0                0
[1080658.715109] nvme_tcp: copy    4                0                0                0                0                0
[1080658.727190] nvme_tcp: copy    5                0                0                0                0                0
[1080658.739270] nvme_tcp: copy    6                0                0                0                0                0
