# started on Mon Jun 22 02:38:49 2020

40363.89,msec,task-clock,40363893218,100.00,0.786,CPUs utilized
80727678505,,cycles,40363888436,100.00,2.000,GHz
140263662317,,instructions,40363886024,100.00,1.74,insn per cycle
398999,,cache-misses,40363884880,100.00,,
# started on Mon Jun 22 02:40:05 2020

40351.58,msec,task-clock,40351584942,100.00,0.786,CPUs utilized
80703060732,,cycles,40351580128,100.00,2.000,GHz
140652284937,,instructions,40351576924,100.00,1.74,insn per cycle
400972,,cache-misses,40351576118,100.00,,
# started on Mon Jun 22 02:41:21 2020

40309.29,msec,task-clock,40309290380,100.00,0.786,CPUs utilized
80618474567,,cycles,40309286758,100.00,2.000,GHz
140615245395,,instructions,40309283618,100.00,1.74,insn per cycle
414649,,cache-misses,40309281766,100.00,,
# started on Mon Jun 22 02:42:37 2020

40353.91,msec,task-clock,40353910558,100.00,0.786,CPUs utilized
80707712468,,cycles,40353906034,100.00,2.000,GHz
140524104458,,instructions,40353902954,100.00,1.74,insn per cycle
432311,,cache-misses,40353901432,100.00,,
# started on Mon Jun 22 02:43:53 2020

40351.76,msec,task-clock,40351760904,100.00,0.786,CPUs utilized
80703414607,,cycles,40351756424,100.00,2.000,GHz
140379026202,,instructions,40351753614,100.00,1.74,insn per cycle
401560,,cache-misses,40351752382,100.00,,
# started on Mon Jun 22 02:45:09 2020

40353.77,msec,task-clock,40353770022,100.00,0.786,CPUs utilized
80707433458,,cycles,40353765278,100.00,2.000,GHz
140624126457,,instructions,40353763800,100.00,1.74,insn per cycle
444751,,cache-misses,40353762750,100.00,,
# started on Mon Jun 22 02:46:26 2020

40365.44,msec,task-clock,40365442839,100.00,0.786,CPUs utilized
80730778174,,cycles,40365438377,100.00,2.000,GHz
140623765875,,instructions,40365435791,100.00,1.74,insn per cycle
420455,,cache-misses,40365434985,100.00,,
# started on Mon Jun 22 02:47:42 2020

40353.83,msec,task-clock,40353834635,100.00,0.786,CPUs utilized
80707561903,,cycles,40353830449,100.00,2.000,GHz
140400603262,,instructions,40353828223,100.00,1.74,insn per cycle
435783,,cache-misses,40353827325,100.00,,
# started on Mon Jun 22 02:48:58 2020

40310.25,msec,task-clock,40310251417,100.00,0.786,CPUs utilized
80620394709,,cycles,40310247025,100.00,2.000,GHz
140265089318,,instructions,40310244057,100.00,1.74,insn per cycle
427664,,cache-misses,40310243065,100.00,,
# started on Mon Jun 22 02:50:17 2020

40357.37,msec,task-clock,40357372533,100.00,0.786,CPUs utilized
80714637183,,cycles,40357368189,100.00,2.000,GHz
140616529893,,instructions,40357364973,100.00,1.74,insn per cycle
417405,,cache-misses,40357364043,100.00,,
