[333138.260342] Running randread depth 16 jobs 1 size 1024K zc 0 remote zc 0 zcrc 0
[333157.608359] cpu_profile: calibration  average is 24 clock cycles, min is 24, max is 24 
[333177.639860] nvme_tcp: tracing_off  cpu            count              sum             sum2              min              max 
[333177.652825] nvme_tcp: copy    0                0       7668107304                0                0                0
[333177.664815] nvme_tcp: copy    1                0                0                0                0                0
[333177.676800] nvme_tcp: copy    2                0                0                0                0                0
[333177.688789] nvme_tcp: copy    3                0                0                0                0                0
[333177.700777] nvme_tcp: copy    4                0                0                0                0                0
[333177.712764] nvme_tcp: copy    5                0                0                0                0                0
[333177.724749] nvme_tcp: copy    6                0                0                0                0                0
[333177.736735] nvme_tcp: copy    7                0                0                0                0                0
[333177.748723] nvme_tcp: copy    8                0                0                0                0                0
[333177.760711] nvme_tcp: copy    9                0                0                0                0                0
[333177.772699] nvme_tcp: copy   10                0                0                0                0                0
[333177.784686] nvme_tcp: copy   11                0                0                0                0                0
[333177.796671] nvme_tcp: copy   12                0                0                0                0                0
[333177.808661] nvme_tcp: copy   13                0                0                0                0                0
[333177.820647] nvme_tcp: copy   14                0                0                0                0                0
[333177.832633] nvme_tcp: copy   15                0                0                0                0                0
[333177.844618] nvme_tcp: copy   16                0                0                0                0                0
[333177.856604] nvme_tcp: copy   17                0                0                0                0                0
[333177.868590] nvme_tcp: copy   18                0                0                0                0                0
[333177.880576] nvme_tcp: copy   19                0                0                0                0                0
[333177.892562] nvme_tcp: copy   20                0                0                0                0                0
[333177.904548] nvme_tcp: copy   21                0                0                0                0                0
[333177.916534] nvme_tcp: copy   22                0                0                0                0                0
[333177.928519] nvme_tcp: copy   23                0                0                0                0                0
[333177.940505] nvme_tcp: copy   24                0                0                0                0                0
[333177.952492] nvme_tcp: copy   25                0                0                0                0                0
[333177.964478] nvme_tcp: copy   26                0                0                0                0                0
[333177.976463] nvme_tcp: copy   27                0                0                0                0                0
[333177.988449] nvme_tcp: crc    0                0       8511631200                0                0                0
[333178.000336] nvme_tcp: crc    1                0                0                0                0                0
[333178.012224] nvme_tcp: crc    2                0                0                0                0                0
[333178.024111] nvme_tcp: crc    3                0                0                0                0                0
[333178.035999] nvme_tcp: crc    4                0                0                0                0                0
[333178.047885] nvme_tcp: crc    5                0                0                0                0                0
